labels,clean_text_stemmed,emoji_count,has_emoji
0,شيل حمل ركب,0,0
1,شكر ليك ولل حفض الد عرف انا تبع مند اول فيد شكر ليك ونك غرب,0,0
1,وجب سري اهم تقه عند كان مطم طرابلس,0,0
0,طفل قصر قدر علي تخذ قرر شكل صحيح، سءل تقع علي عتق ديه حمل سءل كمل خصهن، وجب خلق قنو غءب واطء دفع صلح عند تكون قرر ولد خطر او سيء كعقد ورق غصب سمي زوج,0,0
0,سرح سرح ضحك علي شعب تبن عبر كرتير كتب ماف عسكر نقط رجع سطر,0,0
0,قرف قبل,0,0
0,هه حول تزر بصغ نسب زور فضح سخر,2,1
1,شاء هلل وفق فخر لكل شرف,0,0
0,انت يبي علج نفس,0,0
0,ولل هالناس عقب ان كلو هالحبوب عذب يمت قعد يسن ناس,0,0
1,رءس عون رح يصر دول او ان يكون اسس دول نشد طلب,0,0
1,قطو حيو نظف طهر مكن طرح وضع طرق فضل جذي,0,0
1,رسل اهل كون جزء حيه بنء راقبو علمو عاد قلد دين خاف الل شتر لبن شرل خلق ودن وجن خفه الل خلق حتي تخل بار فيك قدر علي وجه اي خطر,0,0
0,ررا فقع فضح,0,0
0,لعن الل زبل ارخ,0,0
0,ام شنط رحض خلج علم نين ترح شوه الي زمل ديل,0,0
1,انا فدا بنت بلد يمن فخر وعز وبن سود فخر عرب تحه ارض يمن,0,0
1,لحق علي صور لحق علي حدا نشر قطع لزم عاقبو لان اسف شان شب قلل ترب عمل حلو شطر وصر نشر صرت بنت سور ريند وعم ينح عرض,0,0
0,صور ثير تجن حح اجي خاص الن,0,0
1,جمل بكل بسط,1,1
0,حبب زطل خدير,0,0
0,سفل كرم علي خبر انك ظهر ابك جيب صدر رسم حتي الن يكد كذب,0,0
1,لسط برك حره عرب نصر عصم قدس شرف يوم دين,0,0
1,لتس بمتابعينك نحن ستت بيت طبخ شطر,3,1
1,اخر خبر حلو زمن خبر حله,0,0
1,حبب شغف هءلاء نسه علم كسب درا بفن نسج زرب تحا عدي,0,0
0,رءس جواسيس خزه الل,0,0
1,مزي مزي حتي لبس خيش بسم الل اشء الل,2,1
1,حبب سرء بنت بلد وقر,1,1
1,روع وار مشا الل برك الل,0,0
0,بله بزو كذب برا شوف واح قمرط وين رحلو,0,0
1,برك الل يكم شكر علء غطه كسر عيم علم فرض سعد جزر يمن,0,0
0,لعن الل ياب تنك,0,0
0,دار وحد نين بدو تلق ام نمر هلع,1,1
0,لنس شخط وين تلك,1,1
0,راه رقص علي وسق راي نتع جزءر قطر شكن سوق,0,0
1,غفر الل عظم جتي حجي بلس وسك علل روحج ام حيدر عندج هيج نعم مقدر ادر اكو نسو بهل وكت اخذ كان زلم سءل بيت ولد درس مصاريف علل روحج اي ولل امش نعل ييج,1,1
0,رمض علي بوب نسل الل قبض روح قرب وقت صحب نشر,0,0
0,طوف طكه جري بحل,0,0
1,حرم قدر,0,0
0,سيد وطن احل جلا يخي شور عند ثقه جيش وطن باش يحل شكل,0,0
0,خمر مرض لزب لكه كلب خضع ومش عرف شنو درهتو كبد لزح,0,0
0,زهر عطب,0,0
0,يشخ قرفتو الل قرف,0,0
0,تهل وهي ليش تصر يمج تهل برد ضيع دفه,0,0
1,ان ريس حبو ريس,0,0
1,صحح صدق اشخ بنت شيخ,0,0
0,هاكه،الديوث،وينو،حسيبك ه،ربي،يهلكك,0,0
0,وسخ صحف,0,0
1,ماشاءالله برك الل برك الل رجل بدع,0,0
1,وحد انت حكت قلب اول ربه يرم حصن مايستر علي بنت ناس لزم حسب يصر قطع,0,0
0,مو حرم انت فلت,0,0
0,اذا ونس خنث انت خنث ثله,1,1
0,حسب الل نعم وكل علي سحر سحر الل نقم خرب لبو,0,0
0,ربط ، ورح شغل ثمر شبه علي قدم وسق بحص برلمانيه,0,0
0,مابيخل رقد نوي شر,0,0
1,وعر بحل ديم بنت بلد,2,1
0,امك عشق ناتنياهو ونت بنخ غير شرع,0,0
1,طب لزم يجل اخر دنا كمن دي بنت دنا كله,0,0
1,فرض حفظ عرق مثل يسل تهل شيخ ابن شيخ,0,0
1,عشت سلط سيد علا بلد,0,0
1,اهل سهل بلد ثني لبن نور بلد لبن بلد ضيف محب شتق سلم حبه,3,1
1,كوت وهل كوت ولل غير,0,0
1,ربن يعم قرر زدهار علي سود اعن الل وثب خطا,0,0
0,شكن فتح باب بطر لهد هبل,3,1
0,عشت دول اسف مسا قهر كلم اعل مراخيس,0,0
1,الف برك جمع اخه سيح شكر علي وزر سيح فتح نيب سيد صحب جلل ملك عبد الل بن حسن,0,0
0,حفض سقط وضع لسن سعد وسف امر,0,0
1,صبح سعد ريح ليح جيب هوء نقي لكن عدل شلل,1,1
0,نور مش صبه,0,0
1,بتستاهلي انت الن فيديوهاتك حرم حشم مضح,4,1
1,بدن همه,0,0
1,سلم ولل عظم انت طيب قلب طيب تحا ليك اخت كرم,0,0
0,فسق بذخ شوف حلك تحك علي عمي شو بلا ذوق,0,0
0,كنك نغز رهو شخت,2,1
1,رجع لبن نظف ربه,0,0
1,ليش افي عقليتج كثر,1,1
1,ورد ورد بسم الل شاء الل زين ربه خلق اخت ربي يحم بعد بلء ناس تني بيك شر رد بلك علي روح اخت علي خطر ناس ولج ناس طيب كيف باش دخلو تاه كبر جره شوه فلس باش برء روح ولل صحك لوج الل خطر الل فيك طيب فرع طيب نصح دين سيب كذب ال شبه ركز خدم صدق ربي ركل كثر كثر شيء لله عوض الل خير الل يهد يهد,3,1
1,حنا وان شعب كوت وهذ ارض وفي اهل عكس صحح امر بلد وهل عسي ربي حفظ قيد رشد يدم علي نعم امن امن,0,0
0,حمر تبق حمر ورح تبق حمر حمر,0,0
0,دعا يهد او,1,1
1,تقم جمل لزيارتك، وان شاء الل تعد خير سعد,0,0
1,خطو يهد دين ولي دينو,0,0
0,اتق الل كذب تفت ناس حرم يخي رجع نفس عمل زور علم هبل عرف سي,0,0
1,الف تحه يكم جنقو جيش شعب وبل,0,0
0,ختك نجك ونس نيك,0,0
0,شعب مينجمهمش جرم ضربو قولو هذي سءل دول وقف صكر حدد علش ونس حدد حلل وفد لعب حرب ولي هرب جوع مافيبلكمش كبر سبب غلء عيش,0,0
0,وجه قرد هه بلا خلق,0,0
0,منج انت تعس رنس ذكر تحد ورب يرد فرض توط وصف ونس حب حب وكر كره ونت تحك علي ان تحد ورب مد يد عون ونس رحل وصف,0,0
0,عكو جوز ضرط لطز وجا خري,0,0
0,يسم تقل بلي نص رنس تاع حزءر يخي حله يخي,1,1
1,كون ربيتو بنت علابال يهم وين يرح يدر جيبول صرد قسو نين جبتو صحو مايوصلوكمش صلش روح لهذ ليص,0,0
0,اذا فعل شخص سذج ورب سلم ،ما دخل سلم ه،طيب انت فيك او احد غصب كنت طفل او انه احد جبر علي سلم ،خبر عشن فهم عقل خرا رسك لتي,0,0
1,كلم طبق قرر رسم جهه خصه بكن عقل,2,1
0,هذل جمع كلهم كذب,0,0
0,الل فتح علش ضيع يمن كله,0,0
0,وحد نفق راه علق كبر سبب فسد بلد,0,0
0,وره ايه حرم حرك تعب مال فاشنسيتا مو مال علم,1,1
0,انه يوم سمع نصر عجز يقل ونه دري ان خطم وظب,0,0
1,كلم احي علي حبه لبن واهتمامك شيخ شكر قدر حرم,0,0
0,ثنن حمض,0,0
1,الل كبل خير,0,0
0,عكس حول تحس صور يبق طغي,0,0
0,عمتعط درس زوج طلق مست هبط,0,0
0,بقي زلو برش توزع عصم,0,0
1,شلل يرب وكلناامل انو نظر عسكر بعن رحم علي وزر فرج عنه رمض جبر خطر امه,2,1
0,خرب بيت علي ابو شكل,0,0
0,يهد مسك صحف حلف سلم علي رءس حمد صلح عنصر رضو شيف نفس عمو افي شخص عنصر يبن وطن حقد حفظ يمن ايم تثب,0,0
1,برك عقب لعم جاي,2,1
0,يلل خلص قلع,0,0
1,ونس دفع وحد او اكن ونس حد جنن ، قبصه، ،قرطاج، فرق ، ونس ، سمي عظم بلد لطل سكن شعب عظم,0,0
1,راك بدع ورد حره حرير ربي حفظ اشء الل,1,1
0,كرايبج فتر ماشايفيج ونت طلع بهي هيء,0,0
0,مهو حكو ان كيد عظم اكذب ولك شو دخل ،دفع جيب تمو خرب بيت شكل,3,1
1,احب صيفج احب شتج احب طبع نخل سمج,0,0
1,حبء لبن كبر زدد تلق شكر لكل حبي لبن حبب,0,0
0,طبل طبل ضهر معك فيد عمد صور عها دلل انك خطه,4,1
0,تم نقل كفل نجح كفلاءحبايب شعب سهن محن تنتظرجار,0,0
1,حمد لله سلم خي حسن اشء الل برك الل كوخ نظف اكل نظف بيش شكر اخي كرم حسن الل يحم حفظ اهل بلد حبب غلي لبن جمع شرفاء شر يرب علم,0,0
1,سلم نمل سطر حرف نور,0,0
0,كلم صحح لبن وجد دول اصل افي طءف تتح كبر ليش جرم ليش يرن حزب كبتاغ فرس يجب طرد لبن,2,1
1,يرب يمن انت جيب يرب علم رحم رحم يرب علم لهم جعل بلد امن سخء رخء سءر بلد سلم يرب علم يمن انت جيب يرب علم,0,0
0,عملاء جواسيس نسق امن جمع ديت سحو قيم عند عملاء ،,0,0
1,عند ويه حمد لله جعل ماء حي,0,0
1,مهم شبه بزف بزف بزف حبه حلبو او قيتيش هه,0,0
1,ياا قفه بش تول سطر ماعادش عند وجد بعد تقل كمل كول بش تول حجه عدي عايش معا شاء الل يقو,6,1
1,اشء الل برك الل حفط الل وره دنك,0,0
0,بين قحب بنت قحب بنت بنت قحب لهذ كلم دهش فذا عرف سبب بطل عجب,0,0
1,قصه روع ادء بدع تلق بجد,0,0
0,سد بوز اير,0,0
1,شاء الل ربي فقج حقق طموحج,3,1
0,فكر انو كله عم شرفو علب وكل اصل عمل سبع وذم حدا يجي وياكلخرا يقل حيتو اطبق بنت او اعط رقمو لشي وحد او عكس لنو نحن بشر وهك عرف اصل حيل لزم لسو ثوب شرف,0,0
1,صح لسن ورح سلم بدع سلم,0,0
1,شاء الل ربي يهن عيش رتح اهم قرر واستقلال عءل ربه علم سلم ومن نظم,0,0
0,خلك بلد بيك احس ينص لسن ادخل بلد غير عمي شو حقد,0,0
0,الل علو نعل اي كوز ءيد يهو كبر صغر كيز ولد حرم,0,0
1,جمل يوم ظهر وطل علي ان شاء الل ربن يشف يعف رجع لين سلم عشن احن نحب اوي اوي اوي,0,0
0,الل حرم صحت وعف قال حرم قال تجر خدر وكل مول شعب ذبح ريء,0,0
0,شغل يمن دستور ان كنتو ترد دول حكم ليش ماتحلف تتج صوب صنعاء وش جلس عدن تبن دول عدن ان كنتو رجع عدن جنب,0,0
1,قرب صعب اي سوء تفا كبر وضع ودي وجه قعد,0,0
0,فضل ممح اعط ومر جيش يجه يرد علي اسراءيلي وسخ انس حكم لبن عمل بطح,0,0
1,حمدلل ربن قبل رحم امو سلم جمع لهم غفر رحم وسك فسح جنت,0,0
0,نوع كتشوف راس نتج كتخسر زببل ديل فلس علي ظهر ديل واش نظر غدا تشف فيك حتي شوفه؟,0,0
1,شاء الل علي كشف غلط اول مره شرك بقن يدو لزم اقم فتر ذهل,0,0
1,ان شاء الل يكون خير وكل عيز ان بلد تكون احس بلد دنا بعد عنه شر يرب علم,0,0
1,ولل عشت يدج دكتور يري ثقف او لحر ذكر فطر جاي يعش جوء وشل ميد ماعايش وقع ،موفق,0,0
0,كيم بنت عشن تبص خرا ده علي كيم جاب عشن وفق علي علق زني دي,0,0
0,ايد انت وهد شيخ مشي ريض هدو زمل,0,0
1,يعط صحه ورد حجه شرح صدر، طبع لحب وحل ورد جنن,3,1
1,انا بيت رتح شدد ولل جوه خرطوم وكل عمر اشي تمم حمدلل جيش شعب تفض هدن,0,0
0,يعم رحل فرق نحس بلد كتب خرب شرد وخس,0,0
1,شعب يمن طلع نظر فرغ صبر فرج قرب وحل ازم اقتصاديه سيس وكل شعب تمل يكم خير خيبو ظن شعب عظم يكم نتم وفق سدد,0,0
1,صح لسن ملي مره,0,0
1,خلص لبن رح يكون علي عهد بذن الل ونح حدك ومع لحت نبن لبن جدد,6,1
0,ام ورد دخل ربي شوفووجهه هه ايع,2,1
0,ولل اكر نذج حمض,1,1
1,تم فضل الل قوه عسكر عقبال كله تتل خضر نصر الل فتح قرب,6,1
1,كلل جمل بسم احب,0,0
0,عرف كيف سغل فرق رحل طوع يقد رجع طوع ذكر مجا حصل علي خمس الف اور يخل صغر فرق ونس يرح يعد عطل عيل رجع علي خط كمر ونس اغر اشر,0,0
1,لكل سمع فالغنايه نحب قلو رني نحب برش رغم منعرفكش ونا تكد نان انس حلك نال فرح لحب لم، نحب نقل اهي الا رحل خيب تعد وكل رجع لبس حلم لكل حقق,2,1
0,بغل يدر فرح رجل,0,0
1,لفت نبه وحب كلش رنمج انس انه يعط طلق حره ضيف كلم برح مو سله كبسول سءل ورا سءل حتي تخل شخص توتر يخذ رحت,0,0
1,الل حفظ يرب شبب كنفتخرو,1,1
0,انت فهم اوي كده غرب سمح بنت مرس جنس وسن 14 سنه او اقل طرق صدق فقد غشء بكر عمر كونو بسط ان بنت زنت حول فكر ماتنشر,0,0
0,وين شرع شبب قسم بلل انو مو شبح كوع بسس وين هيب سيد دول فرض حلك زلم لتك متل بشر ضلو ضربو طيل 14 سنه حفظ بحق لرد سقط ولم يرد اصل هني سقط عمل لام سلم شرع اجا كمل علي بقه شعب عقل امر ترض حكم سلم وضع بلد فوض جدا فهم هدف,0,0
1,سلسل جمل ورب وفق يرب عند ولد خوي سمه سعد ادر نصب,0,0
1,الل سمح جاب كوت علي جلس,0,0
0,عيب كذب فرق قرب ولو كثر منا ونس مكش تشف,0,0
0,ونت شو قهر با ممح عين مطي يكل اني,0,0
0,خيس خلص وصل حته طبخ تعرف فكر,0,0
1,ايه صح جمل كمش غلط,1,1
1,يعس سعد,7,1
0,دفعول ياصعلوكه خسء,0,0
1,حسب الل نعم وكل علي الل وخذ اخذ عزز نقم يرح غزه لسط بجه ايم فضل يرب علم,0,0
0,ولل حلف ميت قصم بلل انه ماتدخل عدن وافصوليه,0,0
1,وجه بشر خير وكن اهل جنه,0,0
1,ربي حفظ شر سمح لين حقكم اوليداتي خوت ولل دمع عين لءت هدا فرح كاتشوف ناس هتم بلد عبد ربي حفظ ويع رزق عطا يد عون لهد ازم,0,0
1,عله راك غيب علي فاليوتوب حطل وصف جدد الل يرض,3,1
0,كلم حبر علي ورق يوم قيم حيعملو شبع غش سوف سلم بلد شبب عجءز شيف نجح عقل شبب دول كثر سعد قطر علي سبل ثال,0,0
1,كوت تهل لحب وهل عمن واف وهل كرم جود، الل يدم حبه الف يدم علي امن امن,0,0
1,عيش ليك الل صرو صحراء غرب,0,0
1,نور ديرتج وبين هلج,0,0
1,وره حيت فدت جمل حيت,2,1
0,ويش دخل امك رءه بنن انت جرد خنزير عهر,0,0
0,سول انت ضرب انت يهل لان شكل ضرب كفي,0,0
1,بتج فخم رءس حمد عبس، جدد سءل نخب فلسطينيه صون ريه وطن كتب بوع ده، فالتاريخ كتب بيد فلسطينيه خط دفع اول حقق هوه,0,0
0,عيل شحيبر غلغ ميز,0,0
1,فخر عرب,0,0
0,شعب غبي يصر,0,0
0,رحت فلس فاق فسو فوز,0,0
1,ان لله وان اليه رجع رحم الل بطل محب بدل ومت ربي يتل خون وان شاء الل ليب داء وحد,0,0
1,هوي لصح نرد سءه سءه خلي قان احس خلي عرف حدو,0,0
1,لله يدم عزك حمد بن سلم شوف امن امن نسل الل ان سدد امر حفظ حفظ,0,0
0,ربن يقض يقض علي احن اخي رتح منك,0,0
0,الا لعن الل علي وعل خبر كذب دلس تبق علي حال ادم مهن كذب بهذ وقح,0,0
0,الل شبع حكم قرش قرش خفف علي وزد قرش حملو جمل الل يجب ليك الو طب دوا,0,0
1,حلو بنت قلد وجد نمر شكل رهق قلد,0,0
0,عرص حقر قتل حرم فسد حاخام عمر شلم بءع لسط تل ربع نصر وحف ويف وعك طبر صفد طيب خضر جدل عسقل ام فحم ولخ الخ الخ الخ الخ اسس لاسراءيل كبر وو ضع شرع قنن راءيل بدل لسط ، انه ابن نيك عمر شلم,0,0
0,قنه يمن نشت حرر وطن سحو علي نفس قومو بدر,0,0
0,احن عبيط,0,0
0,صور ركب ذكء صطناع افه صقع علي شرف رجل ليب معش هزو لول راه قطعو دعش ريت خلا عفنو شعب ريض,0,0
1,برك لكل ريين، الل تمم خطه بخر وتس تحس قصد وثب قيم قبل عمل صعب,0,0
0,طلع قصف رقب بنت ببا,0,0
0,عرب ااتوانسه طلب ليل نهر رحل فرق قصر غلق حدد بره فتح بحر رحل ونس تغث,0,0
1,ربي حفظ بنت ليب,0,0
0,باي نسء غرب قحب امر هه,0,0
0,ثني وين جنه عفت,0,0
0,انت روحج حله نفس,1,1
0,كتخر ضحك سير راك عطي ويس تمك ومب,0,0
0,كنا قولو اتش عود ضرك بفي عود سرق,0,0
0,سوط خنز,0,0
0,شو هاللبس الو ال ستو قرف هه صيب تلق سعر فست 50 الف ، تلث بصر فءق حدد,0,0
1,حكي بوع حكي صحح اي هزم عرك اكو بلج عدم وجد هسه شهل اسم كرم سكر بعد بجش هدي بعد هسه شان جيش هدي ركض يصح سعد سره ابن عمي سعد سري شعل كله يصح عزب كرم سكر هسه بيت غزل اهل شعل حال غزل,0,0
0,عدم حسس سان عم تحك حقق راه فضل احك اما الم جرح يلي فقد عيل قدم عين جزر مش فضي عم كزدر علي حسب دول شو فرق معك حدث نعم عتب,0,0
0,اهم نسء اخن,2,1
0,ظلم راه سعد لمقارنتك لفع سفر,0,0
0,رسخ دول صحراو كتو كرغول,0,0
1,كمل حتو ديل احس حيتاش غتنجح فحا كتر كتر وخا نتي راك نجح بزف,0,0
0,كلب يرب كلب كلب ترب كلب,0,0
0,الل اعط شس فضح,0,0
0,افش كلب زيك,0,0
0,صقط وقل شرف وقل خلق عيش عمر وحا,0,0
0,نبح ويد حسب وهم روح قتل لبن لسط ترا وكش ارض مب ريخ,4,1
1,حشم صحب حتي حد مكيختار كيفاش تزادكنحاسبو ناس علي فعل لقع اما صور باش خلقو هدي معندهمش حكم حتي درر كين تزد قصر بزف كين تزد مرض كيفاش خلق وحت حد كره تزد 190 صحح وزو وبه ابس هدش مكنتحكموش,0,0
1,لزم شعب حظر حفظ علي لان تعو اذا خسرو عذب فالنقللازم سجد عمل وعه لفز عام خاص عيب مزل عرف صعد حفل,0,0
1,اه حمش تول بلك تءل عرء، علش خلي ضحو ينح علي ربو,0,0
1,اهو نتم ولل سود ورد وفر اده بشر عيز قيد تءم غير خلف نوع شعب سود ، صحب تنع شرق غرب جنب شمل ، وظف نهض سود اهل,0,0
1,نشء تكون رسل وصل خطر فما ارش قلت وعي ورب يهد يسج وضح ، يعط صحه شبب,2,1
1,يعط صحه ورب ركل وان شاء الل ميز حسن,0,0
1,سلم اكد فجا حضر حكم شعب,0,0
0,تبن لمف ولل ؟ سرق ديكتاتور واش يجو بلد حكم حمر كيم نتا عيد شنڨريح تبن اطر شعب رهو جيع,0,0
1,لحل قوه الا بلل علي عظيمعط نعم ءمش ءخلاص شني عند ديرل الل غلب معندقش حل اخرارحمءا ناس رحم افي سمء,0,0
0,اجي ااجانيكك,0,0
0,خذج ان شاء الل ولل نكم غثه عدم كرم ريل نزل حكم شيخ مب عايبنج زول عسج رجع عيبج بوس كتب كوم ليش ؟,0,0
1,يرب تعض ببا علي قدر اعز دلل يطل عمر عمر امي يعط صحه عفي,0,0
1,ورب كفو قرر حللو,0,0
0,جمع فسد فشل 0 ٪؜دراس جمع لشب سبب عرف لنو شهد لفه وحش معروفهالحمد لله اني جند كمل جمع نعم الل وهي جمع شيف قرف كلو,0,0
1,دول رءس نوف لم، كلم عكس رءه وطن صدق وقف ثبت وجه حصص رهق لبن ضعف ءسس زمك شرك وطن كفء نزه بعث امل ان فرص حقق لاستعاده ثقه شعب تحد مسبوقه، لكن نءم ان قيد قءم علي بدء رده,0,0
1,قده نعز طفل نعز ونس اصل عتز بهي راح نفس الا عود جذر,2,1
0,ولش عذب ناس وزع ذكر يرو يرو سوي اول ريحو ناس اذ جاي كان بعد وسر ورح لذي نفذ او وقع ذكر خلص شو يسي رجع وهل ؟,0,0
0,ولل حكم فشل اول وزر فلح كلهم نهب وسع حسب سفر سيح مرض اعش كفل وحق ندق وحق مره ولد وحق ضيف ولاقرباءه كله نهب سرق مال عام,0,0
1,كلم قمه روع,0,0
1,تحا ونس شمخ ابد دهر بدن رهب وبد عملاء وكل قيس سعد,0,0
0,اهن حلق زبل طلع نزل قطع ذكر وحط درف,0,0
1,الل يقي يعط صحه سعد نءب ابو عمادوتظلك نبر حر دفع وطن وعن قرء الل دفع عمن صوت لهو مثل غلب شعب خبو طلب عدل شرف بكو محب وطن ناس دفع همش ظلم قاعد,0,0
1,حمد لله ناس رجع خدم توفر كهرباء ويه شفي ركز صحه امن امن جيش,0,0
0,لهم نعل حزب بعث دعش او نعل صبح ام زلم ام بعث قذر,0,0
1,الل الل الل الل بسط حسو,1,1
0,اخي انت عررص ابن وسخ سا مك ذلل وطي,0,0
1,حقق ولل ناس طيب فرض خلق درج قدر رفض اتم شاب عند وصل لدي رحل قدر قنع بنت بيه بكل ثقه انه قدر حمل سءل وان امن عاه فعل خلق وقفاتهلو احد حيقول تهل خلي رفض,3,1
0,حميتد جرد عبد طيع خءن عمل رزق رخص فقط دول عهر لكل لكل,0,0
0,مين هبل تفه كاتبل لهل وضع شاء ؟,0,0
1,عين بكت وقت مال,0,0
1,قمر نور دنا حبب ربن حفظ,0,0
1,ماشاءالله عنك احل شيف علم حبب,0,0
0,حسب الل نعم وكل ظلم,0,0
0,باش تشف ويل حرم علي نوم ليل وتل تتم رحل,0,0
0,صيب فرق سيس لبن عند يكون سلط قول شيء عند دخل سلط صبح بقه وكل واع وبق ذهب مافياويه قبل وبع صبح عده يحم فصل دول اهم قضء حصل تير وطن ركب خطء كبر سير دول,0,0
1,جات شرتل قهه خاليتقهوي عند,1,1
0,ديج رنا قود قاع زيدو علي ولل لوك تبد فرش حقق جزءر شعب وجش حكم,0,0
1,كلم لمس عمق عبر الم عمق فقد امل حرف وكل قطه، نجد صدي الم كلم ءكد ان الم نتج جرد جرب عابره، حنه حفر قلب ان شوق عتب دخل روحك، شكل شعر قوه يمكن جهل اتم ان تجد سلم رحه قلبك، وان تكون قدر علي جوز الم ثقل كهل كلم ذكر جمع بان لحب نظر يمكن ان يكن صعب تحد نواجهها، امل فضل حفظ علي قوت,0,0
0,ناس فضي ماتستخفش ليه مش حاس بحج,0,0
1,بلد سيح سلا لهي سيح صرر جلل وعد صفر برك بيء عم نشر ملا كون سلم حبه حمل اسم بلد,0,0
0,نشد انت لكه بغل قتل بيه,0,0
1,سمع سمع ذكر سيد عمر ختا,0,0
1,ديم غرب وعش وطن طان درب سلط,1,1
0,روج اسو اله غنم,0,0
1,سلسل جمل رات نخش عود فرج ، لنك كنت علي طبع ، فعل انت مثل نجح فعل مش بقل ، وفق يلل,0,0
1,جمل جدا خزن نشر زمن جدد ريف تعز قدم جدا زال بنو للن سبب عمد علي ياه مطر,0,0
0,قبح الل كذب ولش ماتدخل حين عاء ربح وقد لخط فتح كذب,0,0
0,عقل فهه برد وقل امت عدكم؟,0,0
0,الل يسد وجه خسس,0,0
1,ولل عاي حله بحب كلم حقق قري دي زيد حتد قدم ماف زول جري ورك خطه خطه حاج انت بنس ليك رجع عاك جدا فتر نسب تقر حفظ درس فتر اما انك لهم برك عند قدر حفظ علي او انك قري دي اشه غلط صحح سرك لسه قدم وقت,0,0
0,صح نفس ضيق عشن زق لغل,0,0
1,سلم رءس راك شاء الل ربي يطل عشر ربي يطل عمر ربي يبر مال ولد امن رب علم,0,0
1,الل رحم عيش عيش سقر افش اي حد جاع اما الن وضع اصبح كثر زري اسف,0,0
1,لهم غفر رحم قبل شهداء صلح ردس اعل جنت نعم لهم امن حول قوه الا بلل دوم لله ،رب رحم غفر دخل فسح جنت,0,0
0,عته هذر هرطق,0,0
0,هاذ علم ثلث ولل فسد يحبس دول تقدم وفي شكل وين لدل عرب,0,0
0,عدم حرم انت غبي سحط تدر فعل,0,0
0,عملو سخف بيخ عظم قيم,0,0
0,طفل قتل اليوم ربريه؟,0,0
0,سلب رخص يهو عدم حرم بصو علي دعي ابد,0,0
1,سور دول وحد وجش حكم وحد شعب ورض وحد,0,0
0,عند كلب ودي علي خود حتي 100,0,0
1,خطه همه عكس حرص حكم علي طور قصد وحم بيء,0,0
0,نعل غرق عرق بول عرق غني عنه حرب وتل لبد حفر شرف نتم مجد بيه ماتستح شوفو طلعو حفر ومن شهد نمق قرب قرب ولل لوا دخل عدن احن جنب مااطيناه رغم حقد عدم بين الل رصد وهي نهي طغي نعل الل,0,0
1,احل حجه قال يهو تقر انت شفت الم قرو صلو وين بلد دي جدع كتب دا حلل غنه زنغول دخل حرر عاي ليك,13,1
0,ياب مره وسخ قرف شكل غبي خرب بيت امك وسخ قده ياب حرم كلب نبح بعل صوت,0,0
1,ولل خبر صدق اخر فكي,0,0
0,بلد لعن كله جرم فقر خدر دعر ديث,0,0
0,حسب الل نعم وكل علي ظلم,0,0
1,حرم قدر وفق نجح دءم,0,0
0,ركب همم ثلث,0,0
0,هبل حتي صور تجب صندل لقف يلع شكل,0,0
1,اول بعد تام حبط ديل ركز خلك علي قري لقء نجز خلي امل يكون الل,0,0
1,ووو شكد ذكي,0,0
1,ونس ونا نصح حلو جرب وضن قضي ولل ولل كنتش باش ندم انا نصح ونت جرب انا ونس,4,1
0,الو اخك عرف الو نصب كنت حدا نخش,0,0
1,ولل انك رجع رجع قوه كنه قطع شاء الل مونتاج خبلل الل علي يمك,10,1
0,حسنل قلا قيم مش لقي ولف حجب اهو عبد جبر احل منك الل يخز,0,0
1,اي ولل جاب صح,0,0
0,هذي تغن لهي جيبوهال شوفو معو قصه حيت كان فرد صلح جمع,3,1
0,حتي حنا خاص ضامنو سيد حتي سعو طبن مها قرع,0,0
0,الف الف لطم قرح بوج امء تلف كور منه رقدو دفو حرروو عند يكف اما صنع بعد علي ومف ال اهل,0,0
0,زين ليش تصل حق شرط يخذ حقك طلع فلح كلم كلم صح كلم شرط نعم دير ربي حفظ ملك وهل ملك,0,0
1,احل هدء تحا مصر,1,1
0,كدب روك رهم غرق,0,0
0,خرس حقد,0,0
0,دول نفع عدمو فسد عدام نفذ عجل اجل علم الل دنا جبت,0,0
1,شوبد مره الل سعد حمل كتيرر صبر ورب ولد الف برك,0,0
1,جمل وحس صنع حتي فخر بيك كون غرب كنبغ بزف,5,1
1,وفق الل اهو صلح شعب وعن الل نال وفق نجح,0,0
0,هجي هجي ونت وقف كده علي اجز اجي دخل كده ظبط شوف انت عيز كده حجه دخل وبص عمل انت عيز حله دي سكس,0,0
0,دهي,0,0
0,اول مره اشف قطع وين طلع يرب وش فهه احح منك فشل,0,0
1,عمر لبن حبب اهل سهل فيك بلد شكر يدو يلي عقد,0,0
1,خبر حللو مره,0,0
0,مو غلط ابد هالكواوله ماينفع معا الا يسو يرن ترك الل حشم عمر اذا عرف حشم,0,0
0,ولل انت اخر قرب عرص علي امك يخا عمل,0,0
0,رمض كبل شياطينانت بدك تفل,0,0
0,اذا بصر حرب دنا قولو بنت سبب شكل يلي شكل يلي بتك لحق ورا بنت قلع خري وعالبوست تعك شو سذج وتف,0,0
1,قرر صح خلو بنت شغل محل لصح,0,0
0,ترك صدع فكو ان كيس,0,0
1,علي فكر شغل رءس سبق حسن برك قوت جوه قال كلم انه داء وزع جزء علي ضبط وكان حاد عمل,0,0
0,دمه وزن طن ربع,0,0
1,شاء الل قرر قوه,0,0
1,ذوق طعم داء وكم ذوق شكل نظر اشي رقي,0,0
0,اهم تلف ونت صمل,0,0
0,لبن كين صطنع ان اون فكك لبن دول يسر غوغاء خطيره، شعب عشق دمر نحر,0,0
