labels,clean_text,emoji_count,has_emoji
1,وااتاك الحجاب عزيزه، ان شاء الله ربي يزين عليك وريده,1,1
1,رغم ماتقولون عنها و رغم ماتفعلون سابقي احب هذه الرقعه الجغرافيه الصغيره و ساحقق باذن الله المني فتونس بلد جميل قوي و اتعهد ان اناضل الي النهايه و اريد الموت شهيده فقط لاجلها و يغلف تابوتي بعلمها,0,0
0,يابن الحرام ياقواد يامشرد يامهان العالم يعرف حقيفه حماس صناعه اسراءيل كل خرا فمك,0,0
1,همكو تطلعو ع السطوح وتتفرجو انتو مستوعبين المنطقه لوين رايحه,0,0
0,هادي شفتها كتشطح وكتردح مع لبدويه علاش مخرجات من قبل,0,0
0,لالا الكلام ده قالو لامن كان راكب في امك وخالتك كانت واقفه مستنيه دورها,0,0
0,هو ما فيش مستشفي للمجانين بمصر ؟ احجزوا لها مكان علي حسابي,0,0
1,سمونا خاوه خاوه نكرهو لعداوه,1,1
0,وراءكل خيانه دويله المءامرات العبريه المتحده الوجه القببح بديله الصهاينه,0,0
0,وداءما يبقي العديد ضءيل بالنسبه الاعدادهم المهوله في تونس الترحيل مطلب شعبي,0,0
0,بتمثل دور شحاده لانها فعلا شحاده حقيقيه,2,1
1,شو بحب كلامك وعادي ما نلحق ما ضروري كل شي يخلص بنفس اللحظه ونفس اليوم صحتك الجسديه وخاصه النفسيه هي الاهم دخيلك,4,1
0,اي مكان يحل فيه اذناب ايران هو معقل ارهاب وحركات تنضوي تحت القياده الايرانيه والارهاب,0,0
1,هل كتوفر لون فضي,0,0
0,عقل علي هضرتي مزيان،هادشي لي كدير غيخرج فك وفتريكتك وعنداك داك الساعه تب تبكي اشماته,0,0
0,تو هذا وقتو ؟ تفيه عليك و علي كيفك حسبي الله ونعم الوكيل,0,0
1,ست نعمت انشالله انت والرءيس جوزيف عون تكونوا نعمه علي هالوطن وما تقتصر الولايه علي ابيات شعريه وكلام جميل المرحله بدا شغل ومواقف وبالتوفيق انشالله,1,1
1,يارجل انت مش ممثل للشعب انت موظف بالحكومه وراتبك ممتاز شو بهمك بغيرك,0,0
0,هذا اكثر من منحط وديوث وعاهر,0,0
1,حفظك الله ورعاك سر علي بركه الله شعبك خلفك,0,0
1,الله يحمي جيشنا العربي واردنا الغالي,0,0
1,احسن شي الصراحه كويس مره هالقرار,0,0
1,يا سلام علي المسلسلات الاردنيه القديمه الجميله كانوا الممثلين من بلاد ثانيه ييجوا يمثلوا بالمسلسلات الاردنيه حتي ينشهروا وينعرفوا,0,0
0,خنزيره شكلا و فعلا,0,0
0,موت بغيظك يا ماجور بلا شرف,0,0
0,هوي ي مقمل يا قنيطط انتا كنتا ماسك المصفاه ذاتو ما استفدتا منو داير تستفيد من خام انيككام غباءكم,0,0
0,يخربيتك هيكتي الشعب المصري,0,0
1,العظيم ابن العظيم ابن العظام,0,0
0,تافهين حقيرين,0,0
0,كلي تراب بس قطاوتي تاج راسك اوكي,0,0
0,قحبه شمطا,0,0
1,كفوو بنتنا,0,0
0,ربي يطول في عمر تبون الكوميدي الخراط,18,1
0,المرء محقورا دايمن تحواس علي شيكور باش سلكها ويخودها,0,0
1,الله يحميكي,0,0
1,من عاءله كلها وطنيه و سياده و كرامه، ال رحال الكرام هلق صرتي مدام عون السيده الاولي،و لاول مره بعد الست زلفا اجا مين يعبي هالمركز بالفهم و الذوق و الشياكه و الجمال الله ياخد بيدكم انت و فخامه الرءيس الاستثناءي،بهلظروف الصعبه الله يحمي لبنان,0,0
0,حسبي الله ونعم الوكيل فيكم ضيعتوا فلسطين,0,0
0,قروب كله صرصريه وقحااب شن دخلك فيه بس,0,0
0,لالا قصدج ممثل هوه يحجي شي ويسوي شي لاخطييه,1,1
1,عفيه ايه,0,0
0,الله يقطع المره حق الراجل فين المره المره هو كول المره,0,0
0,علي حساب الدرابل تقول شاهيين شبعه,0,0
1,صدقتي والله,0,0
0,كذابين والله,0,0
1,الحلقه كلهه علي بعضهه ريلاكس وراحه وهدوء كلهه استقرار كلش حلوه,0,0
1,نكل بنا مقالك شر تنكيل الله في عون القلوب رحم الله فقيدك,1,1
1,فديت الكياته,2,1
0,كذب كذب كذب الاعداد في تزايد وليست في تقلص كل حومه ندخللها نلقاها تغمر بيهم وليت قليل نشوف توانسه بيناتهم واحد ولي خايف في وسطهم وفي بلادو وزيد زياده نافخين رواحهم ودازين صدوراتهم علينا الترحيل ثم الترحيل,0,0
1,وحياه الاخوه سنحافظ علي الوطن وسلامه اراضيه,0,0
0,خزي والله متجي راجل,0,0
0,يا تافهه يا بهيمه اذا انتي حابه تكوني بهيمه خن يره لا دين ولا انسانيه بكيفك بس خلي هالشي بينك وبين حالك واتركي باقي الاديان بدون كذبك وافتراءك هذا الفديو في روسيا واللي فيه روس والبنت الصغيره بنت اخت الشاب لقطه تمثيليه غير حقيقيه هم متفقين عليها يا سافله,0,0
0,يا قواد يا ابن الكلب يا وسخ حزب الله طرد اسراءيل سنه 200 وكسرها 2006 قطع داعش بالقلمون ولحد اليوم بيضرب الجليل صواريخ مطر لو فكرت تطلع براسها روح الحس تراب جزمتو يا متخوزق ريحه طيزك واصله تل ابيب يا ابن الح00 ليره ياكلب يا خولات يا حمير,0,0
0,فعلا وليس قولا هيدا يلي عم نلمسو مءخراالجماعه بيخونو الجيش والمسيحي والسني والرءساء وكل من ما بينزل يسكر طريق المطار معن وبيعتدي معن عال يونفل,0,0
1,كل التحيه من ابناءك من غزه,0,0
1,المغرب ديما تراند في عالم لانه هو تاريخ وحظاره والاصل والكرم ونخوه من قدم زمن,0,0
0,وزاره العمل عباره عن مافيا مرخصه باسم الدوله,0,0
1,فديت الزين كله احببج من زماان الله يحقق لج كل تتمنينه ويحفظج,6,1
1,جميله حرفا واطلاله,1,1
1,حبيب قلبي ابوي الغالي الله يطول بعمره يخليلي اياك ما يحرمني منك وتضل منور حياتي يارب,0,0
0,هم خربوا ليبيا زي ما خنبوها الفاسدين اللي تا غير هم عيله وحده توا ء0الف مسءول كلهم يخربوا لاخير في عمه ولا شريكه وفي الاخير الله يرحمه,0,0
1,اقوي معركه يقودها الانسان الان في حياته هو الثبات علي الدين في زمن كثرت فيه الفتناسال الله الثبات لي ولكم حتي الممات,0,0
0,خلعتني مين قالت كي نصافح الرجال نمدلهم يدي و راسي في الارض زعما مقيما راجلها بصح مين تغني كيفاه والله عجب,0,0
1,الحره ما بتنولد الحره بتنكتب مثل قصيده، ولبنان كتب اجمل سطورها,2,1
0,رحمه الله عليك يا نزارهذول كلاب اوسلو تعويشله حراميه وجواسيس وسوكرجيه باعو الاوطان ودمرو البلاد والعباد حسبنا الله ونعم الوكيل فيهم,0,0
1,الحمدلله جيشنا العربي السوري جيش الامانه والامن الداخلي الحمدلله امن وامان,0,0
1,يارب بلادنا من احب النعم لقلوبنا، يارب اجعلها في عنايتك ورحمتك وحفظك، رب اجعل هذا البلد امنا مطمءنا وساءر بلاد المسلمين,1,1
1,اهلا يا غاليين يا ولاد الغالي فين ايام ابوكم,0,0
1,يسلمو دياتك ما شاء الله عليكلازم نسميك شيف الوجبات السريعه لست البيت تحياتي,0,0
1,سمر حابه احكيلك انتي قويه وكل اشي بمر علينا ان كان فرح او حزن كلو مءقتا وما بظل الا الاثر وهون احنا لازم نكون واعيين اكثر ومستقرين اكثر من كل مشاعرنا وكل انسان بمرق بحياتنا سيء هون هو درس نتعلمو لبكرا من نوقع بنفس الطريق وطبعا عندك ملان اشيا كثيره محظوظه وفيها وانتي بس الي تعرفي قديش انك قويه حابه بس انصحك تنجريش ورا مشاعرك وتتركي عقلك وكوني حكيمه بكل قرار تاخذي بحياتك,4,1
0,لانش قليله ادب ومش متربيه,0,0
1,ماشاء الله تبارك الله المراه السعوديه مفخره وقدوه قاءده في جميع المجالات,0,0
1,ولا ترمي ءشر الموز بالطريق ، ولا تعطي ضهرك للاكبر منك وو فخور اني من هاد الجيل,0,0
1,ليش مش قادر تطلع من محيط المصانع والمصانع اصلا هي مشغله لحالها من سنوات عمال كتير ياريت تفكر بشي تاني فكر باستثمارات في القري فتح مصانع انتاجيه وشجعوا مستثمرين اردنيين وخففوا عنهم الضراءب والتراخيص والتعقيدات ولا هاد ما بتفكروا في,0,0
0,يعني شو راح نستفيد من او 2 كلهم مثل بعض,0,0
1,مقاومه من بلدي افتخر بها ولكن لها كل الاحترام لرزانه عقلها ودقه فهمها وتحليلها الدقيق لما يجري علي الساحه الدوليه والاقليميه,0,0
1,ولدك كيبقي ولد بالدك حتي في الخساره جا هانا السكيتوي عنقو ما اجمل تبادل الاحسيس علي كل نتمنا التتويج منتخب الاردن في قادم الايام علي قبل السلامي الرجل يستحق الذهب,1,1
0,كفو ونبي زود دوس لانهم ماينفع معاهم غير الدق علي روسهم,0,0
0,جابوه باش يعذبوه ومن بعد يطيشوه ،هذه هي طاقه هذا الشعب ،طاقه تخريب،تحطيم وتقويض كل ما هو جميل،كل ما هو طبيعي،كل ما هو مسالم ،كل ما هو ضعيف ،كل ما هو عاجز عن الدفاع عن نفسهما هو نفعي ،يجلب المال او ياكل ،نتكالب عليه ونصرخ في الطرقات والفيسبوك لافتكاكه وما لا يحقق نفعا لا ماديا ولا غذاءيا ،سواء كان كلب او قط شوارع او عصافير او شجره او نبته تعترض طريقنا ،نسحقه ونمر ،نلهث وراء المادينربط ثمن الشيء و قيمته بالربح السريع والمباشر،بما يوضع في البطن، المدارس لا تربي علي معاني الرمزيه،علي ان الحيوان والطبيعه ثمنها لا يقدر بثمن،لانها جميله في عراءها من كل ما هو مبتذل ولانها تنقرض بسرعه ولان سعاده البشر مستحيله دون طبيعه وحيوانات واشياء تعطي للاضعف دون توقع مقابل فوري وكما ترون ،المادي والرفاه والازدهار لا ياتي للذي لم يتعلم احترام الطبيعه والكاءنات الاضعفالخير ينجذب بالخير فلا تتوقعوا بان سوء معامله الحيوانات ستجلب لكم الخيروالسلام عليكم وعلي روح هذا الكاءن المسالم الجميل اللذي حرموه من بيءته وامه في موطنه الاصلي ليمرثوا بحاله في هذا البلد,0,0
0,انا شخصيا بس اشوف بنت بتبيع او بمحل بشكل عام مابحب اشتري مو ل شي والله اغلبهم نفسيات وبتعاملوا معك زي كانه المحل لا ابوهم,0,0
0,يعني هاد لخرا لمنخفض ولخرا لمطر مافي بشام نشالله لانو عفنا الله من هل شتويه,0,0
1,الفهم ثم الفهم الفهم يحفز الزول يقرا ويخلص الفهم كيمياء وفيزياء في صفحه في الفيس اسمها بواب مرتبه بس تنزل لتحت في الصفحه خشي افهم وخلص طوالي دعواتك,0,0
0,بحسو معو انفصام شخصيه,0,0
1,ياريت يوصل صوتنا للحكومه ويصير في عقوبه مشدده لاي شخص بيصور مقطع مسيء للسورين ان كانو شباب او بنات وخصوصي تصوير البنات عقوبه دبل,0,0
0,انشالله البلاد تنظاف من الخونه والمرتزقه الترحيل تونس لها رجال تحميها الترحيل ولن الا بنظيف تونس الجوع ولا استعمار,0,0
1,فلسطين ليست قضيه العرب او المسلمين فلسطين قضيه كل حر في العالم كل انسان يملك ذره من الانسانيه,0,0
0,عل اساس انت بانيه من فلوسك يلجرب ياوسخ مصر سوف تاخذ حصتها غصبن عنك وعن اليهود الي داعمينكم,0,0
1,هو الوطن وكان يكون عاش راجل ومات راجل ماهربش ومسيبش ارضه ووطنه لقد رحل الكثيرون، وبقيت سيرتهم العطره نورا يضيء الطريق، وبقي الوطن شامخا رغم كل الجراح والالام اما الخونه والغادرون، فمصيرهم الزوال لا محاله، فالحق يظل حاضرا، والخيانات مهما طالت لا تدوم وداعا يا بطل نم قرير العين، فقد عشت كبيرا ورحلت كبيرا، وسيظل اسمك يذكر حيث تذكر المروءه، ويستشهد بك حين يبحث عن الرجال,3,1
1,المراه السعوديه مافي مثلها,1,1
0,ماظل غير حفنه خونه ربع الشخيخ الاجري شواربهم متل شوارب لكلاب,0,0
1,عمل راءع ومتكامل,0,0
0,هه ههع كل عاءله ظالم دكاتره لا بريفسورا مش دكتوره سلم فلوس الليبيين تشري اكبر شهاده قتلك دكتوره هه هه هه هه هه,0,0
0,لماذا انت مستغرب,0,0
0,خراسي وسد حلقك بشي صرماي خراي عليك وعلي نظام سابق مكوع رحلنا اخين بثوره قدمناهم كرمال الوطن واخوتي كلهم مع ثوره بس علي حق مو ظلم ونهب وقتل باسم ثوره ياكلب لما قمنا ثوره انت بانو زباله كنت لا اثبتلك انو انت حمار وكلب انا سنه انو نظام بدي احب فيه تضرب منك لاءع جولاني تبعك تفي عليك وعلي شرفك حقك فرك مصدي,0,0
1,امي كون عرفتي تربي بنتك اي معاك ربي يفرج عليها,0,0
0,ملامح وجهك كذبه,1,1
1,اللهم استرنا فوق الارض وتحت الارض ويوم العرض عليك حسبنا الله ونعم الوكيل,0,0
1,عفيه عالنشامه واولاد الاصل والفصل عفيه علي اهل النخوه والشهامه، حسبنا الله ونعم الوكيل,0,0
1,كلي فخر فديت البنات,1,1
0,ماعندنا اسم شفا توني ادري انها اماراتيه ومحتواها يعلم الاطفال كل شي غير مناسب لهم والله سلوكهم استوا مب زين منها الله يهديها بس ويحفظهم اقرب مثال تعق الموبايل من الطابق الثاني وتجذب واخر شيء تعترف انه لعبه,0,0
0,شوفوني ابي اسبب فرقه في التحالف السعودي الاماراتي هه ياورع انقلع بس انت وجهك علي الشبك اللي يصدقك مثلك هه,0,0
0,بس الشرع ارهابي و كل دول العالم و الشعب السوري بيعرف انو ارهابي,0,0
1,بالعكس ليبيه من الجنوب وهي تحاول تستعمل كلمات اخري ابسط للتسهيل,0,0
1,يا حبيبتي ياالكويت اشتقتلك دام عزك ياوطن ياغالي علا قلوبنا,4,1
0,قصده الحلاب كل مره الاستغلال من اجل مصالحه واللي بيوثق فيه رايح من صيد امس,0,0
1,تحياتي لكلماتك الجميله,0,0
1,امين يارب نرجع نشوف لبنان جديد الله يحميكون الله يحميه,2,1
1,فخوره بيك من قلبي انجازاتك ما جاتش صدفه جت بتعبك وصبرك وقوتك دايما ترفعي الراس وتخليني نفتخر بيك اكثر واكثر,3,1
1,تري صدام تضايق من دول العالم ودول الخليج والعرب من اجتمعو علي ضربه هل ضرب اسراءيل حتي اسراءيل تضرب العراق بسنه ص1حتي العرب يصيرون وياه لكن اسراءيل ذكيه ماضربت العراق واخذ فلوس الصواريخ من العراق وبنه القبعه الحديديه,0,0
0,مذيعه ريحتها وحشه,0,0
1,شكرا علي التدخل المحترم والراقي راك قلت كلام ماقالوهش و مايقولوهش بان التاريخ يعيد نفسه,0,0
0,اخس ع السحيجه يا حوينه اصوات الناخبين لكم انتخب نسوان ارجي منكوا والله توجان فيصل ورولي الحروب ازلم منكم بالف مره,0,0
0,خدلك هل المنظر دستور الخونه,0,0
1,ياخي احبه الله يدخله الجنه,0,0
1,صح احنا في تونس متعودين علي الاكل الحار لان في كل اكله او طبخ في كميه كبيره من الحار و حتي من الصغر و احنا ناكله يعني هو عادي بالنسبه النا و الي يحب الاكل الحار راح يعجبه كتير لو تجرب الملوخيه راح تدمن عليها اويي الصراحه انا من طفولتي و انا احبها و للحين لساتني بموت فيه انصحك تجربها انا تونسيه و مرحبا بيكم في دولتنا و الف تحيه لكل الدول,3,1
0,العسكر افقروا الشعبالناس بتموت بعضها عشان الفلوس,0,0
1,عزز رفعتي راسنا فوق بي انجازك,0,0
0,ديري معايه شي حويه والله لا بقيتي دورتها مرا ءخرا,0,0
1,فدوه جمالج,3,1
0,كفيتي وو فيتي يا دكتوره حفظك الله و دمتي زخرا لاهلك و للسودان,0,0
0,لعنه الله علي اهلها وعلي من تزوجها ومن شرع لهم هذه الجريمه,0,0
0,تستري بس تحسبين الحين انك فخر لنا ولا شي؟ تخسين والله,0,0
1,هاد البنت و احسان بن علوش وليتو قدوتي فكلشي وليت بغيت نكون فحالكم,1,1
0,كي تشوف التعليقات تاع بعض الناس تعرف علاه الجلفه هي رفم واحد في الفساد عالميا ماتساعدهمش كشف الفساد والمفسدين الله يجيبهالهم في صحتهم,0,0
0,حافظ الدرس غلط,0,0
1,صراحه القرار هذا خطوه حلوه وجت في وقتها، ان شاء الله ينعكس بشكل ايجابي علي الناس,0,0
1,محد يحجي وياك,0,0
0,يلعن ابو شكلك لشكل رءيس مجلس النواب لشكل ملككم الخاءن خادم الصهاينه,0,0
1,امال جميع اللبنانيين علي فخامه الرءيس و حضرتك نتمني ان لا تعود عقارب الساعه الي الوراء ونحن ندرك انك قد المسءوليه رجاء لا نريد اي شخص في الحكومه الجديده من الطبقه الفاسده وخصوصا من الذين تعاقبو علي الوزارات من الماليه الي الطاقه الي الاتصالات العدل الاشغال,0,0
0,وكده عبير صبري دخله موسوعه الارهاب و الكباب,0,0
1,اللي عاجبني في الحلقه دي بالذات انك مدرك ان ماينفعش فيها افيهات او كوميديا وفضلت محافظ علي تون ثابت,1,1
1,عنجد انتو شعب مابيعجبكم العجب يعني بسنه بدكم دوله مدمره تتعمر الله يعين هالرءيس حرب ولاشعب ماعاجبو العجب اي خلو يتنفس شوي وبعدين حكو,0,0
1,شويه همل وهبلان ودونا ورا الشمس,0,0
0,سود الله وجهك وقبحك تفوه عوي ولاك,0,0
0,يارجال علي زق ازعجت ام امنا يا افدغ مانبحت الا الحين,0,0
1,كفايه سخريه علشان متخسرش محبينك,0,0
0,المشكله العراقين يحكو عنا و هم لو فيهم زرت شرف ما تحرشو بطفله شي الف واحد عليه ولا واحد ساعدها,0,0
0,هوا كلب اشوف بزازلك وريتي هملوا وانا انحبك اتوري خرڨق عام لمشعر ولكحل لجمهور خليه يتمتع بهذا الجمال,0,0
0,شعب غبي جاهل يتبع زعماء الزباله التي ساعدت بتدميره ويريد ان يحور تبعيته داءما الي رموز دينيه,0,0
0,الترحيل نعم اما الادماج لا والف لا هوما يجيبوا في العلماء والمخترعين واحنا يحبوا يلصقوا لنا المعفط وخوه,0,0
1,ينصر دين السورين لانو مع احترامي لكل النساء بس ليش اتحطي زينه الي بتحط زينه بطلع عشان شباب مافي غير هيك خيار,0,0
0,اريد الواتساب مالت البرنامج حتي اشتكي عل احمد اجود امر الكندي يتحرش بلجنود مالتو,0,0
1,بوركتم وبوركت جهودكم وكل ما تقدمونه من عون لشعب السودان بوركتم وبوركت جهودكم,0,0
0,كوردي ابن الزنووه,0,0
0,لعنه الله عليه وعلي الكاتب الكاذب,0,0
0,ايشذاءبيخلصعليكالزيت ايه هذا في يديك احح مشتهيه اجي ادلعيك,0,0
1,اجمل سلام لعدن وللي بنورهم نوروعدن نوره برهاوبحرها وجوها نور الله عليهم في الدنياوالاخره,0,0
1,اغلب البلاد اصبحت تعمل الكبه اللبنانيه النيه ما اجملك يا بلدي وشعبي واكل بلدي,0,0
1,منو يتفق وياي اقوي برنامج عراقي,0,0
0,عليا الطلاق لامعك عقل يعدموني ويعلقوني بالسبعين,0,0
0,يعني انت تطفح ليل ونهار وحاسد ارواح انها تاكل وع باالله الكل يصكه بلوك,0,0
1,لك الله يحمي هلصوت وهالنبري,3,1
0,كنا نتمني ان يكون هناك فيديو مع الصوت لكل المواليين للانتعالي لكي يشوفوا الجمهور كم مقدار انحطاطهم امام مصالحهم الشخصيه,0,0
1,وده برده راجل من رجاله الدوله العظماء احنا خسرناه بسبب الراي الكاتب,0,0
1,بنات المسلمين اجمعين اشرف من الشرف و مو بس بنات سوريا,0,0
0,ياود الحرام لعنه الله عليك ياتافه,0,0
0,اهين التغريده الزق,0,0
1,والله انك نعمه ياولي العهد,0,0
0,صوتك عوره ولازم قطعه عن الدنيا الصراحه ياحفيده القرده والخنازير يالجنه,0,0
1,شغل ممتاز في ميزان حسناتكم ان شالله,5,1
0,لعنك الله انت سبب دمر اليمن,0,0
0,عليك اللعنه ياحقير كذاب,0,0
1,ارقي انثي بالعالم,0,0
1,كل الجمال والحلي بينتهي امام لبنان، وبحبك يا لبنان لا تخلص هل دنيي,1,1
1,فطور صباح بالبردفان تبارك الله علي زينه البنات,2,1
0,للامانه الامه اصبحت في الحضيض وبارعه في الفساد والمحرمات وفقدان القيم والاخلاق والتفاخر بالمعاصي,0,0
0,فشله والله يالهنود الخضر,0,0
0,عقبال كل دايات,0,0
0,لعن الله هالشدوق اللي كنها شدوق بقره تجتر ، تدين الحكومه وتدعم الانقلابيين الارهابيين والمرتزقه والاجانب الكلوبيين والتشازيين وغيرهم,0,0
1,طيرها لفريد ربي اطول في عمرو,0,0
1,هذا جزايري وليد الجزاير،وراهو يخاطب الجزاءريين، حنا هكذا نهدرو،هذي هي لهجتنا،,0,0
1,في شباب فيهن نخوه بالعكس البنات واقفين بكل ادب ولا بنت سمعت صوتها او عملت شي من يلي ينحكي ولاحدا قرب صوبن او سمعن كلمه وكتير نسوان كبار بالعمر نازلين وامهات عيب نشمل الكل بهالحكي والكل نازل مع اهلو اخواتو جوازن ولادن البنات كلن نزلو وتفرجو وصورو ورجعو اذا في كم بنت نزلت كرمال هيك عيب نعمم ونشمل كل البنات يلي نزلت ونشمل الامهات ونقلل من احترامن يحترمو انو في نسوان قد امهاتنا نزلت,10,1
1,شجااعه,0,0
1,تحيا المراه الفلسطينه بكل صبرها وصمودها وثباتها اللهم انصر ها واعزها اقصد المراه الفلسطينه,0,0
0,يا عمي حاج تنزلوا هل البرنامج الحمدلله بفضل الله تم الغاء هذا القرار الحمدلله تم الالغاء حاج تستفزوا الناس,0,0
0,والله نواب فاشلين والله هم والكراسي واحد لازم ينحل مجلسهم التافه,0,0
0,هيدي الثقافه القذره يلي بدن ينشروها عنا فشرتوا بلدنا دافعين حقو دم ليضل شريف مش قذر متل امثالكم يا عديمي الحياء والشرف الحمدلله انو ما منشبهكم يا قذرين يا شاذين,0,0
0,هسي ده وش مره، ملعون ابو اهلك,0,0
0,شحاته,0,0
0,مازالاك تخروط علي الشعب المغريبي المغلوب عن امره يازوحلايقه,0,0
1,ان كانت مصابه شفاها الله وان كانت سليمه حفظها الله من كل شر من رموز كنداكات السودان,0,0
1,احسنت يا شيخ صالح وسلمت اناملك ورحم الله الرءيس الصالح,0,0
1,علاه تقولو عليه زهدي هذا عندو حسن الظن بالله العلي العظيم خير منا,1,1
0,اطلعي منه موضوع عادي فيه جو عندي ومش لازم سب و شتم و تشبه بالحيوانات,0,0
1,شوف الشريف فين والرءيس مات ازاي الله غالب اللهم فك كربه وفرج همه وهو وكل الشرفاء,0,0
0,عشان المواطن اضرط ما نملك هاذا كلام المسءلين عنا,0,0
0,ياريت تلتهي بحالك وتنضفي عحالك شكلك وسخه ومغيوزه منها,0,0
1,بسم الله مشاء الله الوجه والقلب الصافي,3,1
0,هذا الكلب عباس يستحق الاعدام بكوق ناري,1,1
0,سرقه؟ انتو سرقتوا فلسطين بلد بامه وابوه يا بنت الحرا عم تستشهد بكلامك المزور,2,1
1,شكرا لكم اتمني تخلصوا علي الفساد اللي في الدوله وتخلصوا علي تجاره المخدرات,0,0
1,اللي بيحاول ويستمر مهما واجه صعوبات، عمره ما بيخسر كل خطوه، حتي لو صغيره، بتكسر حاجز المستحيل,0,0
1,لماذا نترك لحمدتي يتواجد في هذه الارض اصلا مادمنا نحن ايضا من ابناء السودان ومابه من ثروات هي من عند الله قدرها لنا وواجبنا ان نستمتع بها وبكل عطاءات رب الكون وبالعدل,0,0
0,خنزير,0,0
1,خيرك يبردر ارزن شويه,0,0
1,ما احلي العقل النضيف صار شي نادر هالايام كل الاحترام,1,1
0,والله انا عارف انك مش بنت ياغالي بس تف عليك والله,1,1
0,عبونها وزيره الاوقاف لان عم تعلمنا الحلال من الحرام خدو الحكم من افواه الساقطين,1,1
0,مناقشه هالاشكال بس راح تصدع راسك عالفاضي يكتبون اي شي عشان يثيرون الجدل هال,1,1
0,واش يجيك من الكوافا والسراق مهم شايفين والو داخلين برشوه,0,0
0,الكلب ينبح والجمل ماشي,0,0
0,الحوثيه حتي في الذكاء الاصطناعي حمير واغبياء,0,0
1,صح لسانك ورحم الله الزعيم الصالح,0,0
1,صابير الانسان المتواضع لي الشهره مبدلاتفيه والو انسان صبور وخدوم ومغربي اصيل,0,0
1,لما الحاكم بيكون جاهل هيك بصير فينا وهاد الشي صار لماكل كفاءات الدوله اما بالسجن او القبور او بري البلد,0,0
0,سد بوزك خيي,3,1
1,الحكومه بهذا الوقت تتنصر في كل المحاور,0,0
0,ما المقزز غيرك سدي حلقك بس,0,0
1,الله يحفظك ياربي شحال كتحمقي بزين,0,0
0,البعبع الذي يراود العياشه والمخزن حتي في اليقظه بمعني قبل استقلال جمهوريه الصحراء الغربيه قريبا بحول الله وقوته سوف يجتاح مرض السكر والضغط كل المغاربه ما عدا ميمي وحاشيته لانهم عايشين في مناخ خاص بيهم,0,0
1,دخيل رب اللبنان وبنات اللبنان ملكه,1,1
0,صحييت سي الطسطكون الجاهل التافه ، اكييد حضرتك لا دين لا اصل لا مله مادام عاجبك العراء وقله الحياء,0,0
1,طلتك مثل الصبح والغيم والبرق,0,0
1,عالها تتكلم والعادات العايله المالكه عمل عرس مختلط واش من عادات,0,0
0,ليش الخري عم يزور يروح يشوف الجرادين و الفءران في باريس,0,0
0,صحا يا فاسقه سياخدون بنصيحتك من هم مثلك عليك من الله ما تستحقين,0,0
1,ما احلاه ربي يحفظو,0,0
1,ربي حلل تعدد لرجال لي قاد يعدل بين زوجات ديالو او كل وحده او دارها ماشي تجمعهم في نفس الدار او تقول لا حقا م تفاهمين كاين لي فاهم تعدد غالط ماشي غي لي ناض يدير تعدد حيت حقا ربي حللو ولكن نسي بلي خاصو يعدل بيناتهم ما ينقص لا لهادي لا لهادي لي خداتو هادي تاخدو تانيه يكون العدل حيت غدا قدام الله غادي تحاسب علي داك زواج الي كنتي مفرط او زواج ماشي هو تعدد كاين لي كيتزوج 2 باش يتسمي راجل او مزواج جوج ولكن العكس صحيح الزوج حتي لو تزوجتي واحده الي حسنتي بيها او بغيتيها او عطفتي عليها او كانت بيناتكم موده ورحمه او الاحترام راه هادشي كافي وكايبين بلي راك راجل,0,0
0,شويه متسولين المجتمع الفاشل جعل منهم مشاهير لا يحدث الا في مصر,0,0
0,جريده اسمها المجاهد و مديرها العام يتكلم بلغه المستعمر امالا كان اسمها الحركي باش يتكلم ، والمشكل ان رءيس البلد اجابه بلغه المستعمر ، فهمت علاش الماء مقطوع عليك المواطن,3,1
1,كميه الفخر الي حسيت فيها لاني من فلسطين بس مش احنا افضل اشي صار في حياتك انت افضل اشي صار في حياتنا استمر يا بطل,1,1
1,راجل والله ردم النجس عمبلوك,0,0
1,صح الله لسانك كلام جميل ربنا يحفظك ويسعدك,0,0
0,خربانه خربانه الفساد منتشر بكل مكان حتي بالكنارر,0,0
1,صدك مبينه انسانه مثقفه وراقيه وسبحان الله تدخل القلب شكد اكو مرشحات ومرشحين ابد ماحبيتهم بس مبينه انسانه تحب الشعب وتحب تنتخب حتي تخدم الشعب,0,0
1,اثق بان الكويت تخطو خطوات فعليه لاعاده بناء الدوله الوطنيه الكويتيه تعيد للكويت الحياه للاستمرارالناس قلوبها علي الوطنلايتدخلوا بشءون احد ومش موجعين رءوسهم بقضايا خارج حدودهمكل واحد يحمي شياههويروح الذيب يعدي علي كيفه,0,0
0,صوتها مززعج,0,0
1,شكرا ديما المغرب,0,0
1,امراه بهذا الشموخ لم تزدها قساوه الضروف الا جلدا وتشبثا بتلابيب حياه اساءت اليها,0,0
1,وايد احبها هالانسانه راقيه و خلوقه,0,0
1,يوهه شنو هذا من صدج,0,0
0,كل ماتكبري عقلك بيخف وبيزيد هبلك يارب يهديكي,0,0
0,فاحت ريحتهم بدلوا نص نصيص جيفري,0,0
0,شو بتعمل هبل يهبلك,0,0
1,المحبه والاحترام متبادلين ولبنان دايما بينور بوجودكم,0,0
0,يمامميي ما اروعك ماشاء الله,0,0
0,باغي اغير الدستور باش ازيد احكم قال لك ديمقراطيه هه؟,0,0
