text,dialect_label,region_label,sentiment_label
وقعيها بوحدك حنا مالنا,9,1,0.0
ما اغلظو,15,0,0.0
انت بعدك عم تنبح؛ ؟,11,0,0.0
من طال الغياب جاب الغنييمه حمدلله علي السلامه منور ومبدع كالعاده الله يبارك ليبيا الاصالة رحاليستا ملك اليوتيوب اللهجه نضيفه وناس زي العسل ❤❤❤,8,1,1.0
الحوثيين هم اللي نهبوا اليمن وجوعوا اهلها وشردوهم وعاش وا الرفاهيه بمال الشعب المضلوم الله لا يسامحهم ولا يسامح من يدعمهم خربو اليمن,17,3,0.0
وانت بلاكثر يا خنزيرة الخنازير كان لطيف معك شبيحتو,15,0,0.0
لك بغ بغ بغ بغ كذاب ابن متعة تافه بغ بغ بغ بغ بغ بغ بغ بغ بغ بغ بغ بغ,7,0,0.0
انا من لبنان بكيت بس شفت الفديوه عنجد لبنان حلوه وشعب لبنان شعب بيحب الحياه,7,0,1.0
البنت بتعيط يا قلبي عليها منهم لله الانجاس الحيوانات مبتعملش كده,14,3,0.0
ع راسي والله,7,0,1.0
ابتسامه و ضحكته احسه ينبسط مره اذا شافه الاطفال كذا جايين عنده و يسلمون عليه,13,2,1.0
اخوي انت بتتعاطا كلوور اخوي اللاذقية هي اكتر محافظة بينشرب فيا المتة,15,0,0.0
راجل والله ردم النجس عمبلوك,14,3,1.0
ونعم منك بنت اصول ومحترمة,7,0,1.0
شوري حس بي الشعب اليبي شن صيارهم بعده الله يرحمة ويغفر لة,8,1,1.0
احنا عبايط,7,0,0.0
يامعالي رئيس الوزراء اهتم بالمواطن اللي مش قادر يجاري الاسعار الحاليه للسلع الاساسيه اشتغل صح الناس جابت اللي بعد الاخر,2,3,1.0
بوطانات ليبيا,8,1,0.0
لوكانت حكومه يمنيه صح كانت باتكون علي ارض الوطن في العاصمه عدن تؤدي اليمين ولكن هذه شله عملاء مرتزقه يؤدون اليمين مجبرين صاغرين اذلا امام اسيادهم بني سعودوهذه اليمين بان يكونوا العملاء الاوفياء والقياده المسيرين الطائعين عبيد واحذيه لبني سعودمستعدين لتنفيذ اي مخطط يخدم مملكة قرن الشيطانبماتوجه به امريكاء واسرائيل,17,3,0.0
هي كتهدر ونا كنتامل في الجمال ديالها مشاءلله ❤️,9,1,1.0
مقابله سخيفه وتافهه بامتياز من الطرفين,13,2,0.0
تحيا تونس تحيا فحبها ليس بهتاف الحناجر بل يهتاف العقول والعمل علي تطويرها وخدمتها علي احسن وجه,16,1,1.0
كذاب ابوش لهم حوثيين هولا تمكنوا علي ارض من مثل اي ناس,17,3,0.0
والله الدعامه ديل حيرونا ، اكنجي دي المفروض انها متطوره يسقطوا مسيرة في الف غيرها,14,3,1.0
عندما يجتمع الغباء والحقد ينتج احمد الشلفي,17,3,0.0
تطبيقه صعب والواقع غير ما ادري كيف بيمشي,13,2,0.0
سم تاع قحاب لي فيك,0,1,0.0
الله يكلعطك علي هالمنظر شو رايك تعملي كيكة عصير جرابات جربيها ام تايحر بتناسبك,5,0,0.0
طز بهيك عيشة كلها قلة ادب وانعدام دين ودياثة وانعدام دين,16,1,0.0
صدقت وصح لسانك سقط صالح وسقط معه كل صالح في اليمن امن امان استقرار تنميه سياده سقط كل شي معه رحمه الله تعالي تغشاه والخزي والعار لمن تامر عليه,17,3,1.0
بعدين اتجي امها تقول بنتي خطفوها,8,1,1.0
اخس يا ساقط,5,0,0.0
مع القلعه يا ابن الحفايه يا ابن الكلب يعني مش هنخلص منك حنبلغك عرفنا طول حياتك يا مسيلمه الكذاب يا حيوان يا ابن الحيوان يا صهيوني يا كلب يلا ولا علي بيتكم كلب,11,0,0.0
والله العدل والعداله في هذا الوطن هي الركيزه الاساسيه وهي العمود الفقري للوطن نتمني عدم المساس بها اذا سقطت العداله سقط الوطن,5,0,1.0
امانه عليك ماستحتش وانت تكتب هذا الخبر,17,3,0.0
جدر ولقي غطاة مهرجين الصهاينه,6,2,0.0
ابي صياح اكثر طنبوااا بالصياح,6,2,0.0
اتفق الي بيحكي علي اخواتنا البنات السوريات بدو قص رقبة اصغر بنت سورية بتشرفك و بتشرف كل عيلتك,15,0,1.0
خاين هذا الشخص,11,0,0.0
هاي صدك تحجون اغلب العراقيين عايشين بؤس وحرمان وجوع زينهم بلد المليارات وين ضميرهم زين مرؤتهم وين,4,0,0.0
الفلوس بتنضف من بره لكن من جوه زباله,2,3,0.0
اليمن جنه وهله انار,17,3,0.0
هو هم بروحوا مسؤولين علي قرارهم مجادفه والانتحار بعدين انقدها مع يطلع من بلدك,16,1,0.0
بجد انا اشهد انكم شعب جميل جدابس حكايه اقوياء مش راكبه دا انتم ناس في منتهي الرقه ودير الزور,2,3,0.0
الله لا يباركلك الك ولي يهنيكي شو عم طعمو منتخبكم تبن من مالفهم بيوقعو احنا جايين نلعب كرة مو نرقص بليه,15,0,0.0
بعشق روحك الحلوة او تفصيلك الي بتجنن ربي يعطيكي كل الخير الي بهدنيا❤️,11,0,1.0
النسوية السودانيه دخلها شنو؟ دخلنا شنو نحن عشان في كتله شعر متخلفه زي دي اتكلمت باسلوب زي ده,14,3,0.0
تعالي انروضك يا كلبه فحل عنيف,8,1,0.0
عفية عليج اية ما كسرتي بيها و حلو عليج الحجاب ياريت تبقين بي,4,0,1.0
قيس سعيد اكبر خطر علي تونس حامي الافارقة الي فكو البلاد,16,1,0.0
شنهاي يكبله خوش شايله طيز,8,1,0.0
كي يكون نائب مطلع وعندو المعلومة مكاش وين تتحرك معاه,0,1,1.0
ملا حالة فيهم هاذوم ااءفارقة ،شين مقزز,16,1,0.0
دامت افراح عماننا الحبيبة ما تحلي الاجازه الي بزيارة بدية,10,2,1.0
اللي صار بخصوص الخدمات صراحة يحسب لهم اخيرا حسينا فيه تحسن,13,2,1.0
كسر ايديكي لحالك الله يبتليكي بما ابتلا الناس و ساعيتها بتفهمي ليش بجيبو ناس تنضف انتو مشروع خدمات حتي لو تعبانات بتخدمو هيك نوعكو مماسح في بنات ناس لما بتتعب بتجيب حد يساعدها زي البشر يعني,11,0,0.0
ام شنطة مرحاض الخليج والعالم منين تروح مشوهتنا مثل المالييك زامل ديالنا,9,1,0.0
كلي زق يا طعسه,13,2,0.0
هو تنوض تقرا وتخدم علي كرك ماتسناش الدولة تعطيك يا الكسول الفقير عطي الله مايدار بغيتوها ساهلة,9,1,0.0
خبرك عزرائيل يؤخذ روح شو بدك بالمخلوقة,11,0,0.0
البنت السورية الاصيلة هي الملتزمة بادبها وحشمتها وبعدها عن الخلطة مع الرجال طاعة لرب العالمين مو لحدا اما اللي شفناهم وحتي اللي ماشفناهم من قلة ادب هدول غجر ذكور كانوا ولا اناث,15,0,1.0
تاريخ مشرف و حافل بالنضال والتضحيات من شعبنا العظيم الذي يدافع بكل قوته عن شرف الامة و مقدسات الامة جهود مقدرة وجهود مباركة سيدي الرئيس حفظكم الله ورعاكم,11,0,1.0
كل الحب والوفاء اليك ياغاليه يابنت العظماء,8,1,1.0
مصايب مصر ما تنتهي,2,3,0.0
احشروا السودان دي دايما في كل دعواتكم انو ربنا يصلح حالو ويقومو علي كرعيهو تاني.,14,3,1.0
رئيس سكران حبيب المغاربة متغيبش علينا راه كاع تكتوكين وفايسبوكين كينتضربوك بفارغ الصبر باش ضحكنا الله يطول في عمرك اصبحت رزق اصحاب التواصل الاجتماعي,9,1,0.0
تحية ل معالي الوزير,5,0,1.0
الله يطول بعمرها وعمر الامهات يارب ويرحم الامهات يارب,5,0,1.0
الذوق والجمال وحسن تهذيبك فيك الرقة والاحساس وايضا الادب ضلع نصيبك الخلاني دايما اكون شاعرك واديبك قصدي يا غزاله بي شهامي اصيدك الزوق والحسن وارثاه من اماتك الجيد والقوام من دوام صفاتك كل سنة وانت طيبة وبخير وسعادة وشكرا لك,17,3,1.0
ياوليه ياشرموطه,2,3,0.0
الف الف مبروك، رغم الانتقادات لي تعرضتيلها الا انو ابيت الاستسلام واخذت لقب الانتصار، برافو,0,1,1.0
الله يكصف عمرك,11,0,0.0
انا فدا بنت بلدي اليمن فخر وعز وبنت السودان فخر العرب تحيه لكم من ارض اليمن,17,3,1.0
انت ليه ما تتكلم عن جرائم مليسيا الدعم السريع اسيادك ديل اللي مرتكبين جرائم في دارفور يندي لها الجبين بس طول الوقت مطلع ميتين اسلاميين اسلاميين يلعن شكلك يا مرتزق,14,3,0.0
بدنا بابا يشتغل حتا مو نعتاز حدا بدنا يبلش عمار بلبلد حتا بابا يرجع لشغلو ويمسك محاضر ويشتغل متل اول وما نعتاز حدا قلت شغل اصعب شي بلحياة يا سيادة الرئيس احمد الشرع والله يقيك ويجعل الفرج ع ايدك يا رب الله يرزقنا ويرزق جميع امة محمد يا رب واللهم صلي ع سيدنا محمد يمكن انا ما عرفت وصل الفكرة بس بتمنا تكون فهمت علي وصلت,15,0,1.0
كفو . الدور الاعلامي السعودي قايم باكمل وجه تجاه الوطن,13,2,1.0
بلاهي خاونا نفرحوا وحدنا و لا حشتنا لا بنواب مجلس ولا سياسيين من غير ما تخدموا بيها الافريقي كيما لي قبلكم في الغصرة وحدنا و في الفرحة وحدنا و شكرا,16,1,0.0
هاد الامي ديال الشيخ سار حشومة تجيبوه لتلفزة,9,1,0.0
تحيا مصر ورئيسها السيسي وجيشها وشرطتها ويسقط الاخوان,2,3,1.0
ينعل ابو بقك يا شيخه في الارض انت وهي حسبي الله ونعم الوكيل فيكم ربنا يولع فيكم,2,3,0.0
بس يابن الكلب ياخنزير,11,0,0.0
تقبشو قلبي كلكن ❤️,15,0,1.0
الالوان الاولون. طربقالي وصراصي وازقر افصر يموت خيال,11,0,0.0
كل الاحترام والتقدير بالتوفيق والنجاح الدائم,11,0,1.0
لاحول ولا قوة الا بالله العلي العظيم صفي البلي لعنة الله عليهم كيف ما قتلوا روح بريئا,8,1,0.0
احلي واجدع واطيب ام بالعالم❤️,11,0,1.0
انت فنة كيوت ماشاءالله جمال مغربي طبيعي,9,1,1.0
جمدي فشخ و ملبن جامد اوي اوي و ان نفسي فك عوز الحس لك,14,3,0.0
ماشاء الله عليك ديما في المستوي,9,1,1.0
يفضح عرضكم انتم مسلمين ولا تعبدوا الصلم استغفر الله العظيم,11,0,0.0
نتي براسك خصك الحبس,9,1,0.0
قرار صح خلو البنات تشتغل وبالمحلات الصح,15,0,1.0
شهيتني يا وردة وخيتي ربي يباركلك في صحتك,16,1,1.0
الله ياخذك اوامر ايش ملكيه مثلا؟ اسمها طلبات يا جاهله,13,2,0.0
مصر طول عمرها دولة توازن وعقل، بتطفي النار مش بتولعها. والسيسي بيتحرك بحكمة عشان يحمي استقرار المنطقة ويمنع حرب مالهاش كسبان,2,3,1.0
فخر لينا,0,1,1.0
يقطع خبرا اذا بتنطاق,15,0,0.0
عنذي صاحبي من الهوسا نيجيري وفعلا هدومهم مختلفه ومميزه كلنا بجاا حوسا جعليين نوبة اخوان من قبائل و السودان يجمعون,14,3,1.0
ما شاء الله تبارك الله الله يزيدك علم وينفع بك رب العالمين فخورين فيك,13,2,1.0
فكرتني بدار جدتي ماشاءلله ان شاءلله ديما ملمومين في الخير مااحلاكم,16,1,1.0
هو فيه ايه ايه مستوي الانحطاط اللي وصلناله ده,2,3,0.0
مفصومه انتي اكيد اطول طفه بلتاريخ لازم تاكليها بنص خلقتك تففف,7,0,0.0
توصيف رائع جدا اخي الكريم,13,2,1.0
لمهم القي كلمه زلمه,15,0,1.0
يكذبو عليكم ڨيديو مفبرك لتهدات الراي العام والشعب يا بهايم ما تصدقوهمش العدد في تزايد كبير وخطيير,16,1,0.0
مو الي بصفها جلحه متكدر بدون فلتر,4,0,0.0
هبلة هادي,5,0,0.0
صدقوني لا فما ترحيل و لا شي بالعكس اعدادهم ماشية و تزيد و الولادات ماشية و تزيد قبل كانوا كيف يشوفوا كرهبة الحاكم متعديا يهربوا و يتخباوا توا ولاو عادي ما يهربوش ولاوا مطمانين و جوهم احلي جو,16,1,0.0
الله يبارك فيكي يا بنت الحلال,2,3,1.0
احسن رئيس فوكاهي البلد الوحيد لغادي يحرث حليب الغبرة,9,1,1.0
مرحبا بيك ❤,16,1,1.0
يامرحبا يابنت قوم المناعير ترحيبه الغايب لقاه القريبي البعدوقعه مثل وقع السواطير وله نار تشوي الجوف تلهب لهيبي,17,3,1.0
اشراف القضاء يؤكد نزاهة العملية الانتخابية ودوره المحوري في ترسيخ الديمقراطية وضمان الاستقرار المؤسسي.,4,0,1.0
بالعكس الله ينصر سيدنا حنا فرحانين بالقرار ديالوا,9,1,1.0
بحرينا بالشتاء غيييررر ❣️,1,2,1.0
هذا الفيديو اكبردليل انكم خائن حقير و عميل قذر,14,3,0.0
مهرج ومؤلف ومتفق مع المذيعه وكل ما قاله بعيد عن الحقيقه . والمذيعه ام دم ثقيل معتاده علي الكذب,2,3,0.0
ههه صبحي شقي جدا بس زي العسل ماشاءالله,2,3,1.0
كلام في منتها الروعة صح لسانكي,17,3,1.0
نعم ماحكي شي غلط اذا كانت الام غير مضطرة ماديا للعمل ولديها اطفال فالافضل ان تبقي بالبيت لانها بدون شك ستربي اطفالها احسن من الخادمة ولكنها تضطر في معظم الاحيان للعمل نظرا لظروف الحياة الصعبة ولتساعد في دفع اقساط المدارس والاعباء الاخري,5,0,1.0
اتق الله لا تكذب ولا تفتن بين الناس حرام ياخوي راجع نفسك لمن تعمل هذه التزوير العالم من اهبل بات يعرف كل سي,17,3,0.0
حكومه فاشله اذا لم يطبق النظام والقانون والرقابه والمحاسبه والله لا تسمن ولا تغني من جوع,17,3,0.0
وغلطة الشاطر بالف للاسف,7,0,0.0
اجمل حي برج حمود لان فيه شوبنغ اكل شي. واسعار منافسة ونوعية جيدة جدا.,7,0,1.0
الله يحفظ الشعب الليبي و يبعدهم عن اي انقسام او تطرف,8,1,1.0
الطنز العكري هو هذا ههه في الاحلام هذشي لي كتقول دخلنا عليك بالله لما غير سكت الانبياء وما قدرو يجمعو بين الضرائر في بيت واحد وتجي انت تحاجي فينا ب واحد حازق ومعدد وناجح في حياتو,16,1,0.0
بنات المسلمين اجمعين اشرف من الشرف و مو بس بنات سوريا,15,0,1.0
لاتتكلم مثلما لان ولاشي قريب للهجه الاصليه وجبت لي لوعه,1,2,0.0
وهذا الذي يحصل الان للاسف حكومة عار وفساد لا تمثلنا,5,0,0.0
ههه عادي حكومة تطبل وتطبع العيب ف شعب,8,1,0.0
منافقين ومبلبلين اشعال فتنه,17,3,0.0
لاحول ولا قوة الا بالله بلا كذب معقولة معاش اقدرتو عليه تميتي تكذبو عليه ربي يحفظ قيادتنا الحكيمة وحشاها من هذي الافعال,8,1,1.0
والدكاتره الي عندنا في الاردن بطلو ينفعو فعلا احنا شعب لما بدنا نصير نكذب وانافق مناصير قطاعات,5,0,0.0
انا اردني وافتخر ❤,5,0,1.0
واش الجزائر عندها الاستقلال مزالة مستعمرة فرنسية كيحلم تبون مسكين مزال تيكدب علي شعب الجزائري,0,1,0.0
ابستين ليبيا,8,1,0.0
والله غير فوطيت عليك و نشالله تديها خو,0,1,1.0
فساد للنخاع بالمزرعه السايبه,5,0,0.0
اسال الله لهم التوفيق والسداد والنجاح واصلاح البلاد والعباد,17,3,1.0
خنزير مصنوع في تل ابيب,11,0,0.0
اجمل و احسن تصريح سمعتو اليوم و الله العضيم,9,1,1.0
يسعدنا احنا الفلسطينيات هيبة,11,0,1.0
للاسف الكلام جارح و مؤلم بشكل كبير و لكنة ما تكلم الا الحقيقة، وجود دولة داخل الدولة يلغي شرعية الدولة اللبنانية اتمني من كل قلبي ان تتخلص لبنان من هذا السرطان.,7,0,0.0
لا حدا يدفع وخلين يخروا,15,0,0.0
هنوصل صوتك للمسئولين حاضر,2,3,1.0
مت ضحك مومنتات بينهم عسل عسل يارب تحفظهم لينا يارب اموت لما علي سوا تركيب اويييلي الشوهة ️,9,1,1.0
مستفزة وسخة,15,0,0.0
كده انا متفائل ان ممكن نتجنب الحرب,2,3,1.0
هذي قمامة اليمن .,17,3,0.0
ما اقرفهم وشايل الكاس كمان,5,0,0.0
كان في عشر مليون شخص اكيد رح يطلعو كم وسخة وبل مناسبة مو كلن سني في كتير طوائف,15,0,0.0
ولسا في حمار بيعطي صوته كل ما صار انتخابات,5,0,0.0
تركو البنت بحالها,15,0,1.0
والله من القرف لعن الله النساء المتشابهات بالرجال,13,2,0.0
الجنوب موطني وعيدروس قائدي,17,3,1.0
اتمني الحرب مع الجزائر لنسمع حكرونا المغاربة,9,1,0.0
وعاوزين يسلخونا في الاخر. كمان,2,3,0.0
فدوة تخبل بربر لطيفة كلش ومبدعة ومتواضعة فنانة بسيطة وبريئة ومحترمة واكثر وحدة تستحق لقب الفنانة من صدك الله يوفقها,4,0,1.0
الله يطول بعمرك ياريت نرجع نشوف مسلسل انت بطلها,15,0,1.0
ههه يلا اهم شي انتي يا سلتوحه مقتنعه بكلامك,13,2,0.0
راه كاين مصنع في الولاية انتاعنا في المنطقة الصناعية لسيد بن قرينة فتحي خدمة مشاءلله,0,1,1.0
ندري والله اننا في وطن قلبه كبييير الحمدلله,13,2,1.0
علي الله الله يعنكم,17,3,1.0
المراءة الي مثلك لازم تكون محتقرة,5,0,0.0
وهو كذلك يا عياشي تريكة ليوطي خخخ,9,1,0.0
تفو علي الزلايجية بحالك راه اكبر مزايدين هما امثالك واش دوك القوادس المبوشيين كانوا يتسناو يتحلوا راسهم واش عايشين في عالم موازي؟,9,1,0.0
الله يخفف عليه الوجع والحزن ويبارك في زملائه الكرام الاعزاء الذين يدعمونه الحب ويرفعون معنوياته لانه فعلا يحتاج الي زملائه واصدقائه واحبائه اكثر من اي وقت مضي ونحن كلنا نحبك يا ابو الشهداء السيد المحترم وائل الدحدوح,11,0,1.0
ياروحي عليه ان شاء الله دخر في جنة يارب,8,1,1.0
حمدوك عندو قبول عند ثلاث ارباع العالم ديل شذاذ افاك ديل مدفوع ليهم من اسيادك حمدوك راجع وبقوه,14,3,1.0
روعه ياسلمان كفو يبن العم مبدع بالكلمات واللحن جدا مميزه ورائع ويستاهل سمو سيدي بيض الله وجهك,13,2,1.0
تجيبها كده تجيلها كده هي كده، المفروض يكون الشعار الجديد للوطن، وبلاها بلادي بلادي بلادي لك حبي وفؤادي.,2,3,1.0
لالا ياخويا المرهوج حنا ماناكلوهش كولو نتا وحدك ولي حب المرهوج كيما نتا,0,1,0.0
ما الك الا الله الحامي كل هالسلطة ما الن عازه حمدالله علي سلامتك ❤️,7,0,1.0
الاجاصيون الخطر الصامت الا لعنة الله علي الاجاصيون المفسدين الملاعين مكانهم الاصلي والطبيعي ادغال افريقيا نقطة وارجع للسطر,16,1,0.0
محلاك يا تونس . والله العظيم ربي خلقك جنة علي وجه الارض اما الله غالب .الله يهلك كل من خانك و سرقك و غدر بيك .انت امنا و دارنا و لا عاش في تونس من خانها,16,1,1.0
طز فيك وفي دراهمك ياخسيس دماء اولادنا ليست للبيع انتم قتله مجرمين ارقتوا دماء جنوبية طاهرة في صحراء حضرموت قتلتوا خيرة شبتب الجنوب غدرا وعدوانا ستظل دماءهم تلعنكم وتلاحقكم الي يوم الدين واعدتوا للجنوب الدواعش والاخوان والحوثة يعيثون فسادا وينهبون ويقتلون الناس في حضرموت,17,3,0.0
الزين والتبوگيصة احسان زوينة قلبا وقالبا ماشاء الله اللهم بااارك,9,1,1.0
عاصمتنا السمحه دوم زهاك وبياضك الجميل,8,1,1.0
نوايل زوايل,0,1,0.0
ريحت القبلية بنادم ركب علي الموجة صحاب هضر بالدارجة,9,1,0.0
وتستحق التكريم والعطاء والسند لها ولوالديها ومن وقف معها الدولة لازم تديها تقدير خاص وتتكفل بكل مراحل تعليمها وتدعم والديها ماديا وبسكن لهم مناسب والسيد القائد البرهان له نظرة ثاقبة وخاصة وزير التربيع والتعليم,14,3,1.0
بلاد المسيح هوية المسيح سلاما لمدينة الانبياء العظام الاسباط اصحابها و ماوكها و رسل الاله . سلاما لنبينا سليمان الحكيم با ني هيكلك و ليس الاقصي؟ و سور مدينتنا المقدسة باسباطها . عبر حقب الزمن يبصم الاله وجودنا .,11,0,1.0
تعلقت بك قلوبنا دون ان تراك اعيننا يا ابا عبيده ياصوت الحق ونبض الامه بحق,11,0,1.0
يا مسؤولين يا شاطرين لا نطلب منكم ماهو ليس بالمستطاع، اجلبوا شركات استثمار هي تتكفل باعادة التشغيل والمعدات اللازمة لذلك انتوا ارتاحوا، وكل ياخذ نصيبه من الشركات المساهمة والباقي لخزينة الدولة حصرا، حصرا ها,15,0,1.0
جو منيك,8,1,0.0
ياالله دخيلك الفهم والوعي اهم شي بالبني ادم . كلام مدوزن,15,0,1.0
الله يرحمكم ويغفر لكم واجعل مثواهم الجنه ففط شعب لايستحق افتكرتها منافعلا,8,1,1.0
الله يجم د الدم في عروق من بث الفوضي في اليمن وسعي في اق ل اق الامن وزعز زعه امن واستقرار اليمن ومد يده للقوا الخارجية الطامعه في تمزيق اليمنندا الي كل يمني غيور علا بلاده وعرضه وامنه واستقرارهلا تكون عم يل. ولا تكون مر تز ق ولا تبيع دينك ومبادئك واخلاقك بالمال المدنس ترفع وخلي راسك مرفوع فوق السحاب,17,3,0.0
اهلا يا غاليين يا ولاد الغالي فين ايام ابوكم,2,3,1.0
الامن قايم بالواجب لكن وعي المواطن هو الكل كيف تسكر عليه و تمنعوا من انوا يستقر في ضيعتك و تعلم عليه راك تساهم في ترحيلهم,16,1,0.0
يارجل انت مش ممثل للشعب انت موظف بالحكومه وراتبك ممتاز شو بهمك بغيرك,5,0,1.0
مقرفة، بس هيك! هيدي هبلة لا غير,7,0,0.0
بيض الله وجهكم انتم اهل الطيب والوفاء ورحم الله ابوخالد واسكنه فسيح جناته,12,2,1.0
انها ثورية ايها الثور الهارب,13,2,0.0
تتعجبيني بزاف نبات نبك فيك لصباح ننفاخلك,14,3,0.0
نسمع قسما الدمعة في عينيا . لا يفهمها الا الجزائريون ⁦ ⁩⁦❤️⁩,0,1,1.0
ايه كميه البهجة دي ماشاء الله جبر الخواطر ❤️,9,1,1.0
عرس جميل الله يبارك لهم . وعادات وتقاليد عرب اجواد و كرام ونعم بالمقارحه وكل قبائل ليبيا الكرام اخوكم من قبائل مارب اليمن,8,1,1.0
اعرف عدوك تقتله . احقد عليه تقتل نفسك . ع فكرة انتا حافظ مش فاهم,7,0,0.0
يحلم بالولايه الثانيه مثل حلم ابليس بالجنه,4,0,0.0
ربي ياخد الحق في الي شتت ليها عقلها ربي يرجع للدار والي امها ربي يسترها وعفي الله عما سلف ربي يشفيك ويعافيك سيدتي واسمها مريم شعال شباب بزاف هدا الاسم وربي يحفظ البنيات والوليدات,0,1,1.0
دخيل رب اللبنان وبنات اللبنان ملكة,7,0,1.0
فنانه. مو يومك. وكل يوم بتحلي عن يوم,15,0,1.0
تو هادي بلاد تبو يصير منها,8,1,1.0
عادي ديره نصها يهود شناطرين منهم . بريطانيا اهي ساس البلا واهي اللي سلمت اليهود فلسطين,6,2,0.0
الدراسة والطموح ما يوقفه عمر صادفت سيدات مثل هذه السيدة الفاضلة ودائما انبهر بيهم وبطموحهم حتي لو ماكو عمل بس الدراسة مهمة جدا . الله يوفقها والف مبارك التخرج الها وللنماذج القديرة مثلها,4,0,1.0
ماشاءالله ياحبيبه قلبي تستاهلين وكلامج كله جبر خاطر وجرعه تفائل وقوه بالله ❤️ احنا اللي نحبج وممتنين لج ❤️,3,2,1.0
الصادق المحب للبنان,7,0,1.0
فوضه يا فاشل ما تعمل عليها كنترول فشله,14,3,0.0
كلب رخيص نذل,11,0,0.0
يا الله مزكاهم وما الطفهم الله يوفقهم ويتمملهم علي خير ويجمع بينهم في خير.,11,0,1.0
المفروض اللي بيتعاطي مخدرات وبيعمل جريمة عقوبته مضاعف عن الجريمة وعن التعاطي,5,0,1.0
مشاء الله اسمها ببرقا ويلبسونها الهوساء من القبائل المسلمه,14,3,1.0
الدعسة اجت بنص قلبهم موجوعين الله لا يردهم❤️❤️,7,0,0.0
وماذا عن سلوكيات حكومة الرياض العبثية ماتشوفها صح تري البقرة ماتشوف ذيلها,3,2,0.0
شكرا لكل احد مدحنا و تكلموا عنا شكرا للكل نحب كل الدول العربية,10,2,1.0
السعودية فوق هامات السحب اذا بغت شي ماحد يحدها ♥️,13,2,1.0
اكيد تذكرت سوبر ستار والله وقف معاها ملك الاردن وشعبو والكل كان معها لما اخذت اللقب بصراحه لها حق الافتخار ❤,5,0,1.0
واجه العالم في السلام ربنا ينصرك يا ريس والله مشرف مصر والوطن العربي والعالم باكمله تستاهل نوبل يا ريس,2,3,1.0
طب وشو بتستنوا؟ صارلكم شهر بتعيدواوبتزيدوا بدنا نفتح باب الاستيرادشو هالباب اللي صعب فتحه؟,5,0,1.0
اسال الله ان يقصر عمره,12,2,0.0
عالاساس انتا راجل واضح متع معرعر خزي عليك ماك راجل مدحنس لحاس,8,1,0.0
والله انا تونسيه واعجبني التقييم بس الكفتاجي حرام 100 والله بنين يهبل و زوروا تونس ماتنساش يااخوان وباي,16,1,1.0
تره زيارتنه مو عبالكم خلط مثل قوادة مكة زيارتنه منفصله,4,0,0.0
انتي نفختي شفايفك عند واحد عجلاتي عيب علي سنك الطيور علي اشكالها تقع,2,3,0.0
ههه الان تبين منهم الصهاينه,17,3,0.0
شفت مقطع لرايس مرسي يقول فيها مصر فيها خيرات وخيرات,2,3,1.0
دخيل الي مربيتك تحيا بطن الي حملتك,15,0,1.0
هاذ السيدة كشوف فيها جدة الله يرحمهاهؤلاء هم المغربيات المكافحات .نقبل اياديهن .لعل هاذه القبلات تكون بلسما لكترة شقاؤهن .اتمني هاد العمل الخيري ان يكون بصيص امل لهن .واتمني التوفيق لكل شخص ساهم او يساهم علي تحقيق الخيرمن دبيشكرا لكم,9,1,1.0
سادي ليبي عنيف توا نجي نحطهولك في تينتك و نشربك بزاعي يا معلم ولا شني ؟,8,1,0.0
شايفين الراجل اللي في بيتكلم علي مراته ازاي اللي معاه بقالها 43 سنه 3> في بينهم عشره طيبه و حب,2,3,1.0
تحيا عمي تبون راجل فحل صنديد اقسم بالله احسن عم في العالم والله تشرفنا,0,1,1.0
في الحقيقة رئيس البلدية داير خدمته برافو عليه,9,1,1.0
تونس زينة البلدان ❤,16,1,1.0
فاشلين وحنا طاردينك من اليمن والسوادن والصومال وجيبوتي لدرجة معاد احد يحبك غير اليهودي واليهودي يبيعك ببصله يالضعيف والله لنؤدبنكم غير هذا الادب,13,2,0.0
البنت بتمثل نفسها وكمان الشب مو معناتها كل البنات متلها وهي الفئه عنجد بكل العلم في منها ، اي حدا مو متربي بمثل حالو فقط!,15,0,1.0
متنجس من الشعب الوصخ يسلم من بعيد ههه,6,2,0.0
الوباء القادم سيكون بسببها,2,3,0.0
الله يسعدك ويحفظك,7,0,1.0
هيدا جيل خلق وربي بدوله فاشله وشي طبيعي يكون فاشل. نتيجه طبيعيه لغياب مفهوم الدوله وخاصة بعد اغتيال رفيق الحريري، حتي ايام الحرب كان في احترام للكيان اللبناني، هلق نحنا بزمن الحثالة التي تتحكم بالبلد.,7,0,0.0
ممقبولش هاد خونا سبحان الله واش كاع المراكشيين بحال هاك,9,1,0.0
الله يلعنكم,7,0,0.0
الله يحفظ لبنان وفخامة الرئيس جوزيف عون,7,0,1.0
كان تشفو قدنا في الجنوب وحد ولا خياف علي روحا منهم ربي يستر بلادنا منهم يلازم ترحيل بي اومي عيني نشوفو فيهم وحني نخرطو في زيتون يدخل من بنقرادن علي ساقيهم يقطعو في الغابة باش ما يشوفهمش الحاكم اقسم بالله بعيني شوفتهم بصراحة بلادنا في خطر,16,1,0.0
وايد وايد حلو ههه❤️❤️❤️❤️❤️,3,2,1.0
وبعدن نفس المنهج ونفس الاسلوب . لبنان بده زلزال يبلع كل شي فيه ليرجع بلد نظيف بشعب وطني يحبه و ولاءه اله بس !,7,0,0.0
