clean_text,labels,dialect_id
ههه يلا اهم شي انت يا سلتوح مقتنع بكلامك,0,9
شو بدك فيها والله انك كرنيبة وحية,0,8
تحب وطنك ليس فقط بسماع الاغاني الوطنية ، اخدم ، اتعب ، قاوم ، ناضل ، اصبر ، هذا مافعله اجدادنا لدحر الفرنسيين ، لا تكن اول شخص يترك البلاد و يغادرها بحق جميع المقاومين الذين ارادوا لاحفادهم حياة افضل ، نحبك تونس .,1,12
لاتستهين بمتابعينك نحنا ستات بيوت وطباخات وشاطرات,1,11
شكرا لك سيادة العرض,0,8
والله راضيا وش كتبلي ربي ولو انا حياتي كانت صعيبة,1,0
يختي ابعدي شوي خلي الواحد يعرف يلعب عزا ملزقة,1,8
يعطيك الصحة! النضافة هي الاساس، والاهم من هذا الكل هو اننا نقضيو علي البلاستيك ونرجعو لكل ما هو طبيعي واصيل. تونس الخضراء تستحق منا مجهود باش نحميو تربتها وزيتونها. ان شاء الله الناس الكل تنسج علي المنوال هذا!❤️,1,12
يجننن تحفه ننتضر الجزء الثاني محمد سلام مبدع وباقي الممثلين كلهم مبدعين,1,1
هات من يفهم وليبيا ماتوقف علي حد لا هوا ولا غيره,1,6
انت بخیر ماذا تفعل ما اخبارکء اشقت للکء ایه حبی انا❤️❤️❤️❤️❤️,1,3
الكل يدري انه مقطع ساخر وليس حقيقي بس الحماراتي الهندي مستحيل يستوعب,0,9
كلامك سليم ياحب واتمني تستمري باخبار العالم عن بلادك اليمن حبيبتي انت جميله واليمن تستحق تفتخرين فيبها,1,13
مزهريه معطوبه,0,9
اهلا يا غاليين يا ولاد الغالي فين ايام ابوكم,1,1
المحبة والاحترام متبادلين ولبنان دايما بينور بوجودكم,1,5
يسعدهن الاردنيات الكيف والمود عالي وين المشكله يجعل لحدا ارغل غيرهن.❤️,1,4
حفظكم الله بحفظه عاشت ايدك الله يحفظكم,1,3
لي خدم لبافي وكيلك ربي ياااو ولي حطك ولي خيرو,0,0
حكومه عظيمه و شعب عظيم,1,9
عاش الملك الله يحفظ بلادي وشباب المغرب والملك الله الوطن الملك الله يخلينا كلنا يد فيد الشعب والملك ضد فالدوام لي باغينا جمهورية فاحلامهم .الملكية الي ان يرت الله الارض ومن عليها,1,7
ارحمونا من وجهها وصوتها اتقوا الله فينا فظيعة بالتفاهة,0,1
ايه طبعا ما رح تستوعب لانو شكلك ابو وجهين بقا ما تدق باللبنلني لانو عدونا الي بوجهان,0,5
الله يعزك اخ مشعل وانت نعم الرجال والله,1,8
من طال الغياب جاب الغنييمه حمدلله علي السلامه منور ومبدع كالعاده الله يبارك ليبيا الاصالة رحاليستا ملك اليوتيوب اللهجه نضيفه وناس زي العسل ❤❤❤,1,6
زي قمر واجمل بنت,1,1
بني وطني ني وطني يا ليوث الصدام وجند الفداء نريد من الحرب فرض السلام ودفع العداء لانتم حماة العرين اباة نشدتم لدي الموت حق الحياة مدي ومدي وكنتم تريدون سبل النجاة ورسل الهدي فلو للخصم راي سداد وعقل يميل بهللرشاد ويردعه عن ركوب الردي لما اختار نهج الوغي والجلاد وسالت هباء دما الابرياء اردنا الحياة ورمنا العلاء وفي حقنا لانخاف البلاء ومن دمنا قد صبغنا رداء رفعنا هفوق البلاد لواء فماس به الافق حين بدا فاما حياة واما فلا وعن ثغر بنزرت نبغي الجلاء فلسنا نعيش ونحيا سدي فمغربنا يا فرنسا غدا ينادي الجلاء الجلاء الجلاء,1,12
ياختي ماشاءالله مكيملش الواحد من شوفة فوجهك سعدات واليديك بيك ❤️,1,7
الله ياكويت ذكرياتها اللي ماتغيب ابدا عمار ياديره,1,2
فكرة جميلة جدا ، اتمني تطبق في كل المؤسسات فكرة ممتازة بس طبعا لظروف الصفات الاجتماعية ما ح تتوفر بالشكل ده افضل تكون فردية او في يكون في اشراف مسؤول منها,1,10
صح وانا شاهدة علي كلامك,1,5
من المتوقع الزواج في اين عمر ، لانه الدولة والشعب لا زال بدائي. فلذالك مانستغرب البعض راضيين بالوضع هذا ، اما سكاروزا ،تبي شوية اتنشن لغرض يزيدوا متابعينها، وهدفها واضح.,0,10
ابو شلاظيم ود حاج نور,0,10
فخر لينا,1,0
تحيتي لكي يا تونس الحبيبة,1,12
تختلف سياسيا واقتصاديا مع نظام القذافي . لكن ف النهاية دافعوا عن الوطن بارواحهم . رغم ان الموت حتمي الا انهم حاربوا بشجاعة . وهذا الامر لم يحدث في كل دول الربيع العربي . الكل هرب واخرهم بشار الاسد,1,6
ذالك ما كنا نبغي الحمد لله كي جيك الفرصة مضيعهاش,1,7
من يناصر مج م مثل صدام .فهو من نفس طينته كان دعس علي خشمك,0,3
الرقاص,0,10
الدبيبة الخادم المطيع للثعلب لاردوغان. يعني الاحتمالات صحيحة بان يطبع مع الصهاينة,0,6
اول شي ابعدي بعد تام من المحبطين ديل وركزي و خليك علي قرايتك تلقائيا ح تنجزي و خلي املك يكون في الله,1,10
ماشاء الله عنك ربنا يهديك للحجاب والستر يارب والله يعطيكي العافية عالوصفات الاكثر من رائعة .,1,4
الله لا يوفق كل واحد انتخبهم وايدهم عفيه راح تفتحوهه هجوم مباقت ما كافي تفاهم اومهازل اوهدرلاموال البلاد والعباد,0,3
شدق صدرها اغلي منك ي تيس,0,6
والله اثلجت كلبي بهاذا كلامك صح لسانك ❤️,1,3
ممقبولش هاد خونا سبحان الله واش كاع المراكشيين بحال هاك,0,7
قرارات ممتازة مررره,1,9
ربنا ينصركم يا رب فرج عنكم,1,8
اهلا وسهلا بكم في بلدكم الثاني لبنان نورتم البلد لبنان بلد مضياف محب مشتاق الي السلام والمحبة ❤️,1,5
مع عدم احترامي لك انت غبي وسحطي وتدور تفاعل,0,9
الله يلعنكم,0,5
مرحبا بيك يعيشك علي كلامك الحلو اخوتك من تونس بلادك انت زادة,1,12
الترحيل الترحيل و ترحيل النساء و مواليدهم اولوية لا للتوطين و لا للتجنيس,0,12
انا اردني وافتخر ❤,1,4
عفية,1,3
ياالله علي الام السورية,1,11
حكومة ضايعة لا بتعرف حق ولا باطل,0,4
لا هي مسميات طلعت بالمجتمع لتبعدنا عن الفطرة، وكثير من الناس الي بتبعوهن وصلوا لمرحلة يحكوا الناس لا تسمعولهم! الفطرة مش نسوية ولا ذكورية، الفطرة شرع ربنا!,1,4
انتي بروحج حاله نفسيه,0,2
الله حماكي . الحمدلله ع السلامة !,1,5
مليون مبروووك يا استاذ محمد عاش من شافك يانجمنا,1,1
مفتاخرة ببنت بلادي ومدينتي احسن مثال للفتاة المغربية,1,7
انجاز وطني يعزز قدرات القوات المسلحة ويدعم الصناعة العسكرية المحلية من اشوفها وقت الانتشار بيد الحشد والداخلية احس بفخر وهيبتها ❤️,1,3
نتنايك اريد اشوفك كولك,0,2
خزي علي هذه الاشكال المقززة الحمدلله افتكنينا منكم ومن الرمم الرمم,0,6
عليك شماته حتي في الموت حسبنا الله ونعم الوكيل فيكم ياكلاب اليهود والنصاري ياعملاء ياولاد الحرام,0,6
منهل العاصمه,0,4
جد عليك هل زقفونيه جاهلا افارقه قاعدين ومشروع وزقفونه والي جزايري جزاير محتله تونس مزلتو تحكيو يا جبوره,0,12
كل تبن يا طعميه,0,9
نحنا مواليد الثوررر كلنا هضامة,1,11
حشاه سيد الرجال شن جاب لي جاب,1,6
هيدا جيل خلق وربي بدوله فاشله وشي طبيعي يكون فاشل. نتيجه طبيعيه لغياب مفهوم الدوله وخاصة بعد اغتيال رفيق الحريري، حتي ايام الحرب كان في احترام للكيان اللبناني، هلق نحنا بزمن الحثالة التي تتحكم بالبلد.,0,5
الثوبة قبل فوات الاوان لعلي الساعة تكون قريبة,1,6
علي كل حال يسعد مساك بصرمايتي,0,5
غير بلاتي عليكم راه حتي ف63 راكم انتم لي بديتو حتي صدق حماركم الكبير تيقول حكرونا حكرونا العبرة في الخواتم اما الفنطازيا والسرك اختصاص القرود,0,7
جوابه ممتاز يدل عل فهم وثقافة واخلاق عالية اصلا الاستاذ نبيل روحه حلوة ومتصالح مع نفسه,1,4
كل الحب نعطيه لوطنا بدون تفكير,1,9
اريد الواتساب مالت البرنامج حتي اشتكي عل احمد اجود امر الكندي يتحرش بلجنود مالتو,0,3
فلوسك حرام يا المدلولة۔۔۔ولكن المشكل فدوك ليتبعوك,0,7
ملهي الرعيان,0,2
حليانه ماشاءالله,1,8
اللهم اربط قلبه و قلب زوجته واهله و عظم الله اجرهم و احسن عزائهم وارحم موتاهم. رحم الله ابنه وغفر له و تقبله اللهم شهيدا في عليين واحشره مع الشهداء والصديقين والنبيين والصالحين وحسن اولئك رفيقا. رجالة وايمان,1,10
اخر ماغنات ام كلتوم فتاطبالت: دابا انا كمغربي الي بغيت ننتقد اخطاء لقجع،خصني نسكت حيث الكراغلة تايحاربوه؟,0,7
ليتك تسدين حلقك بس,0,9
صح عليك يا بنيه كفو والله تسلمي تسلم لسانك,1,6
خلعتني مين قالت كي نصافح الرجال نمدلهم يدي و راسي في الارض زعما مقيما راجلها بصح مين تغني كيفاه والله عجب,0,0
حي شوفك يابوخالد,1,2
اللهم بارك كلام عميق,1,6
الله يبعد عني اي مرض وعندك اي مرض اخوي الكبير نوح واتمني لك الصحه والعافيه القطب له شروط ومن اهم الشروط مايكون بطل درجة ثانيه وبالنسبه للشيباني ونعم فيه,1,2
نهاية الدنيا اقسم بالله حسبي الله ونعم الوكيل وربي حرام عليهم والطفل شنوا دنبه لاحول ولاقوه الا بالله,0,6
الله ياخدك!,0,5
لك ريت كل شباب سوريا متلك وخصوصا باوروبا ما بيفضحوا بنات بلدون علي شي وبلا شي ❤️,1,11
مازوت بانزين غاز كيروسين خبز كهرباء اتصالات فوسفات بذار مواصلات مواد غذائية فواكه خضار كلها طلعت باسعار جنونية من وقت استلامك لسلطة في ظل انعدام الاجر و الراتب، الي متي ستستمر في هذه السياسات الحكومية الخاطئة,1,11
كل الاحترام والتقدير يا القائد عاش الرئيس محمود عباس ابومازن هو والزعيم والقائد,1,8
عرفها في جنابه انا عندي حياتي والحمدلله ما نبغيش واحد يستحقر مراءة حرام مراءة خته ومه لي راهي تتعب باش،هو يبان مليح لوكان نسمع خويا يقول هذا الكلام مانبغيش والحمدلله خوتي ميديروهاش مه بلاك مشي شابة ومشطاشة جابته هو وربي هو خالق يجرو مرا بنات الناس فالزنقة ينبلاوهم من بعد يعايروهم كل واحد يعطيه ربي علا حساب نيته طيبون لطيبات وخبيثون للخبيثات,1,0
بنسبه لا الي يقول كيف حلف هكذا وقسم بالله اني سوف اسرق واانهب ممتلكات الدولية وان اخلي الشعب قفقير ماشتت في كل دوله ولا ونسرق انا وانت سياده الرئيس ولا نكلم احد,0,13
رد بالك بنتي مالخلط الي معاهم انت علي نياتك اما راك مع تماسيح اش جابك للمتحيل كادوريم ! رد بالك الطمع مش باهي ! الله يرحم اميمتك,0,12
شرعيه الشوارع تدعم لارهاب,0,13
ذبانامادورشساكتينلمقرطاياجدك,0,0
ورينة واش من انتصار اعطينا الحقيقة انتوما المغاربة الحيوانات مذلولين والله حاجة متدوها لا من الجزائر ولا من الصحراء الغربية حرة تدو الشعر ونبيح تنبحو كيما الكلاب متشردة,0,0
يحيا سيادة الرئيس قيس سعيد وعاشت تونس حرة مستقلة ابد الدهر,1,12
اعطوني نستثمر في الفلاحة بي جنب غار جبيلات درجة اولة لتصدير,1,0
بنوته رقيقه وعسوله,1,1
من الذي دعا اليهود نحن او هم,0,13
ليكون كل شيء شو قلبها الكلاب تاكل من طفلها مستحيل لا حول ولا قوه الا بالله,0,6
يا الله الحجة ما احلي حكياتها خيل قلبك يا ست ام محمد ما اهضمك ❤️❤️❤️❤️,1,1
حفظ الله الاردن ارضا وشعبا وجيشا وملكا,1,4
صحيح السينما المصرية ساهمت في اعطاء فكرة غالطة عن المراة ولكن لا ننكر ان هناك عنصر نسائي مثقفات و محترمات,1,1
والله احلي خبر ونفتك من اللي مو محترمين القوانين,1,9
عندنا برشة اكلات في تونس ما تتحطش فيهم الهريسة واطباق ما تجيش حارة,1,12
ودي اشوت لغلوغه حقير,0,9
الي خرجو قريب 70 والي دخلو ليوم قريب 300 يعني هز مل خابية و طيش في جابية ما عملنا شيء,0,12
شيخ علي ربي يحفظو ويطول في عمرو,1,0
يلعن ام الرخص,0,9
ربنا يوفقه في مشواره للوطن ويبزل قصاري جهده في خدمة الوطن ونتمني ان يرد كرامة الوطن والمواطن السوداني داخلي وخارجي,1,10
عرااكة,0,3
من اولها حكومه خايفه من دولة ساحل عمان ،الي اي درجه من الضعف وصل بنا الحال من الارتزاق,0,13
نورت لبنان، استاذ عبدالله. عسي ان تكون رحلتك وتغريداتك الجميلة عن لبنان بادرة خير لمستقبل بلدنا الجريح، وتفتح المجال لغيرك من الاماراتيين لزيارته ايضا.,1,5
هاي بالرصافة عيني الكرخ ماعدهم هيج .,1,3
ارض ارضون هنن حرين فيهون شومابدن بيزرعو الله يرزقن,1,11
والله لاعلان كندره ما بتزبط معكم هاذ الهطل اله ناسه,0,4
يارب في هذا الايام المباركه خلصنا من وجه البومه,0,13
الخونة مزال مافهمو بلي الفيلم سالا و الصحراء في مغربها و المغرب في صحراءه و العالم يقر بذلك,0,7
كمارة تقطع الخميرة علي الدار,0,7
صح نفوسنا ضيقة عشان كذا كل زق يالغالي,0,9
الحسن الثاني جدنا وابونا حنا المغاربة الله يرحمو ويجعلو من اهل الجنة لا يقارن مع من كان عاش الملك وعاش الشعب المغربي,1,7
وداعا ليبيا الا اللقاء الي الانقراض المستقبل مجهول هذا من يلعبها علي نفسه ويتوهم كثيراا,0,6
ماشاء الله وزير الاعلام قدوه دبلوم حلوفه ههه,0,13
ابوك رباك صحيح متسمعش لحد من بلدك اسمع لندن اسرائيل دول عالم صادقه ام اهلك دول عالم بيكذبو عليك نفعت تربيت ابوك فيك لعنه الله عليك وعلي اباك الذي رباك,0,1
الف رحمة ونور تنزل علی قبره . .,1,1
واشبيه حارقك عليهم الشعير غاظوك,0,12
التامين اللزامي لماذا لايترك الخيار للمواطن بان يحدد الشركه التي يؤمن لديها حتي نظمن التنافسيه بين الشركات لتقدبم الخدمه الافضل,1,4
حسبنا الله ونعم الوكيل علي هؤلاء المجرررمين,0,8
احسان بن علوش تابعتها من بداياتها مكنتش كنعرفها كانت كتحط فيديوهات لفات الحجاب وترفيه مع خواتها ولقطة من كليب ماشاء الله طورات من نفسها ومن محتواها وكانت قدوتي فبزاف ديال الحوايج منهم ستايل ديالي بسبابها تحجبت تبارك الله عطات صورة للمراة والفتاة المغربية كنفتاخرو بيها الله يحفضها لواليديها,1,7
عزنا وفخرنا الوالد القائد ❤️,1,2
الفسق والبذخ شوف حالك قبل ما تحكي علينا العمي شو بلا ذوق,0,5
الله يعطيك الف عافية يارب والله يحميكموهلق خلصنا من الضغوطات الخارجية وصار وقت حل اهم مشكلة في الداخل وهي لقمة عيش المواطن المعتر.,1,11
يا وردة الدنيا فاها موت شوف محلاك مستورة الله يرحم عزيزتك مماتك,1,12
تخبط سياسي سعودي مكشوف وغياب كامل لاي بوصلة استراتيجية قرارات مرتجلة ومواقف متناقضة واعلام هابط يبرر الفشل ويصنع الوهم,0,9
اسطوره لن يكررها الزمن مهما طال منذ رحيله والامة مدلولة ومبهدلة الرحمه تغشاك سيدي,1,3
الحل انك تختبري نفسك او كشكل امتحان لقيتي نفسك حليتي كويس واصلي لقيت نفسك ماعرفتي حاجة غيري الطريقة البتقري بيها وعلي فكرة حتي انا كنت ذيك لكن غيرت الطريقة لقيتها ماناجحة جري ساي لكن مافي فهم وتركيز,1,10
ما شاء الله فخر فلسطين,1,8
و الله انت اسواء ما انجبت الدولة السوانية يا عدوي الله لا كتر من امثالك. طبعا اوهام ماف شخص عاقل بصدق الطلس بتاع الحكومه عايزه ترجع الناس رجاله لكن شكلوا نص الشعب عندو مشاكل عقليه و تخلف,0,10
سعادة الاخ ابو جميل الاكرم انت مدرسة متميزة للوفاء الي ابناء هذا الوطن الشرفا فلكم منا اجمل واطيب الدعاء,1,4
موتي,0,5
قصر الاقحا قصدي الاميرات,1,6
تفو عليهم القحاب رخيصات امتي اتوقف هاذ العبث واحدة مزوجة بنغالي وواحدة خرا مزوجة عزوا كونغولي قرض وواحدة مزوجة سنجاب من عمان تفوا الله يخليها سلعة انا الا شفتها فزنقة ندفل عليها,0,7
طبل طبل و زيييد طبلراها جايا عليك .غدوا تغلط يقيسك فالحبس .وين راه زعيمكم اويحي مول اليايوورت,0,0
كلام الخونة والمطبعين,0,5
جزائري وافتخر مادريش علي صاحب التعليق اختي بنات بلادي شاطرات وجميلات وبنات اصل ماشاء الله عليهم ❤❤,1,0
تحيا مصر السيسي وجيش مصر العظيم,1,1
وزارة العمل عبارة عن مافيا مرخصة باسم الدولة,0,4
عمل جيد ، اكثر وزارة تستحق الاحترام عكس وزارة الطاقة والعدل,0,11
خففي هبل شوي ست نعمت فضحتينا الهبل عالاصول,0,5
ياريت يوصل صوتنا للحكومة ويصير في عقوبة مشددة لاي شخص بيصور مقطع مسيء للسورين ان كانو شباب او بنات وخصوصي تصوير البنات عقوبة دبل,1,11
واش دابا حيت نتي خيبوعة و منبوذة و تا شي ربع بنادم ما قبل عليك تنوضي تغضبي الله و تتنمري و تصدقي لا دين لا دنيا؟,1,7
تحياتي لحضرتك يااستاذي بالتوفيق دايما,1,1
بلهي وقفو كوره ارضيه نبي ننزل بي صرحه وين ماشين غير شن صار شن جاكم يا حسره عله عيباد,1,6
للاسف هادي هي الزريبةوفيناهوما دوك النسويات اللي كيدافعو علي المراة و التحريض ضد الرجلولكن عندما يتعلق الامر بالمخزن مكايبانوش!,0,7
عندك علم بعد تمشي السوق انت وعيلة ومرتك ماشيه قدامك وانت دف في كروسه اني وراه نكحل ونتفرج علي تنتها وهيا تهز ونتخايل فيك تعلم اني هايج علي مرتك حتي كانك ماتحب تحرر نخليك تحبه اغلبكم ماجرب جنس هذا لكن فيه كمية متعه ولذه ممكن عمركم ماجربتوها واغلبكم مل بعد جواز من نفس روتين تحرر يكسر في حاجز اللي بينك وبين مرتك ويخلي في متعه فيها رهبه ولذه,0,6
ابتسامة الدكتور تسوي الدنيا,1,4
كل مانسمع هاذ الاغنية يزيد يكبر افتخاري بجزائريتي. نحبك يادزاير ونموت عليكفي هاذ الاوقات الصعبة ليراهي تمر بيها الجزائر الحبيبة لازم كلنا نجندو ونديرو اليد فاليد باه نخرجو الغااالية نتاعنا مالمحنة انشاءالله,1,0
ياناس مقاطعها صايره تاخذ عقلي هالفتره كل مقاطعها رزانه وثقل وهدوء اعشق هالبنتتت,1,9
هذيل هم زباله والهياط والله اوصخ مخلوقات الارض,0,9
يخليلي جمالو,1,13
صحيح ماغلطش لي سماكم صحافة الزيڤو. لبلاد داخلة في حيط و انتوما تحكو علي التراث,0,0
يحرق طيز ام ال صدقها,0,4
كترطقي نبدال ليك زيت سكس,0,10
انا شخصيا بس اشوف بنت بتبيع او بمحل بشكل عام مابحب اشتري مو ل شي والله اغلبهم نفسيات وبتعاملوا معك زي كانه المحل لا ابوهم,0,4
انا من تونس اني زاد,1,12
عينه من الشعب النجس,0,9
هو ما فيش مستشفي للمجانين بمصر ؟ احجزوا لها مكان علي حسابي,0,1
دي يارا عزمي ممثلة ودمها خفيف اوي,1,1
اقيموا قبلهم الكثير ولكن لم يعملوا بالقسم ولم يصونو حرمةالقسم للاسف,0,13
انت ورده,1,8
من بينيك التاني,0,6
روح انضب انت يا ابو كلسون نسي يقول في لبنان اعلاما بهائميا مثل المرة السابقة- لا حظ كيف يكتبون محور خميني للكبتاجون والارهاب,0,5
اخبار حلللوه مره,1,9
عمري 42سنة و انجبت طفلين من زوجي الاول و اريد اعمل حقن مجهري العادة منظمة و مخزون مبيض ضعيف و كل التحاليل هرمون كويسة بس اجهضت مرتين في الاسبوع السادس من زوجي الثاني الي عندو نسبة 94 بالمئة تشوهات و ضعف و قلة الحيوان المنوي يمكن تنجح معايا العملية ارجوك يا افندم جاوبني,1,6
واضح هالخنزبرة و ياخور لسا ع يتقاضوا رواتب و دعم من ماهر القرد لذلك اذا اتوا لسوريا يجب التعامل معهم بتهم تحريض و التحقيق معاهم,0,11
انشالله البلاد تنظاف من الخونة والمرتزقة الترحيل تونس لها رجال تحميها الترحيل ولن الا بنظيف تونس الجوع ولا استعمار,0,12
نطالب الجهات الامنيه بوضع قانون سري لاي بنت تبلغ علي مايحصل لها من ابتزاز ويتعاونو معها للقبض علي الجاني بدون اي تشهير ويشجعوا النساء علي الابلاغ باي متطفل بسريه تامه ويجلدو ظهره,0,13
تحية للبنت، للفتاة، للمراة، للام المكافحة طيبة القلب، تحية للنساء اين كن واين ارتحلن، نسوة سيلقين مايستحقنه في الجنة باذن الله❤❤. شكرا لصاحب القناة علي المحتوي الهادف الهداف والبناء ،دمت متالقا ودام لك التوفيق,1,7
الله يحفظ النعمه ويباركلهم فيه واحنا صغار كان ابوي الله يرحمه يجيبلنا فلافل وحمص هيك زاكي جدا,1,8
كلام في قمة الروعة,1,13
ابداع زين ماسويتوا,1,2
حتي ومانعرفوش هذا المخلوق .بصح باين مجرم خطير ومراوغ ماهر علي حساب خبرتي في ناس,0,0
تبدو تكذبو في لعضكم محسوب في العامرة موش تابعة تونس قداش ترهدنو اخرجو كل ولاية موجودين فيها الخنافيس يخرجو اخرجوهم وخرجو اي تونسي خدم فيهم ولا كاريلهم انتم جبناء اجو القفصة ولا بوزيد ولا القصرين ولا قروان تو نعفسو عليهم,0,12
من يوم يومها نورية هيه ويلي بيتابعها,0,11
شو مهضومة ياالاء سلامي للست سعدة وام محمد احلي ناس تحياتي,1,5
شو خصك الله يشغلك بحالك لو كل حدا بنشتغل بحالو ما ظل مريضين نفسيا بالحياة,0,8
احلي وردة و احلي برتقانة,1,12
هذا الكلو من المرزوقي قللهم هذي بلدكم الثاني ومرحبا بكم كاينوا مش يسكنهم في دارو والا حومتو,0,12
بموت اهي دي عامله 9 عمليات تجميل (وشكلها لسه وحش) وطالعه تصيح,0,1
هو مالوا ذي السائق ركشه قاعد منفنس بالجنبه,0,10
بطلة يابنت الرجال كلنا راح نقاوم بعد ماذقناه من قهر,1,8
ازاي ازاي الفنانه المحترمه تشغل عندها شامب انزي وده عظه وعبره لان الانسان ابن بلدي هو ابن بلدي برده والله يرحمها ويحسن اليها ويسامحها,1,1
الله يعطيكوا العافية،يعني اذا ظليتوا ع هالمنوال السنة الجاية بتحرروا الاقصي باذن الله,1,4
والله نحنا الشعب السوداني لو السودان دا ينتهي كلو وما يكون في دوله اسمها السودان ما بتجو راجعين ي اولاد الوسخه لكم من الله ماتستحقون ، وعند الله تجتمع الخصوم,0,10
شوفوني ابي اسبب فرقه في التحالف السعودي الاماراتي ههه .ياورع انقلع بس انت وجهك علي الشبك . اللي يصدقك مثلك ههه,0,2
هذا بالهند ياحماره,0,9
مافي غيرها يستحق يكون الاول بكل شي ❤️❤️ بتستاهل,1,5
ربي يحفظ مشيرنا و يحفظ القيادة العامة لولاهم لولا خدمتهم و عمارهم كان قاعدة ليبيا دمار و قتل و نهب و سرقة الحمدلله الي ربي بعتلنا راجل وطني و ايحب ابلادة المشير حفتر و اولادة الي وقفو هالمهزلة لي كنا فيها ربي يحفظهم و ايبارك فيهم و يبعد عنهم كل سوء,1,6
الرڨاب مدام فيها طرحة الغنانيش يحكمو فيها ما تقومش ليها قيامة ملخر و في اي ميدان تلقاهم موجودين و يحبو يبركوها الرڨاب باي طريقة كانت و هذا واقع نعيشو فيه و الرڨاب راهي سبعين بالمية او ثمانين بالمية كلهم نهضاويين كلاب دم يعرقلو فيها الرڨاب باي طريقة و نعرفوهم كلب كلب حاشاكم و باينين شكونهم الي بركو موسوم الزيتون و الغلة و الخضرة بكل انواعها معروفين بالواحد ما لقوش رجال توقفهم عند حدهم هاكا علاش مستمربن في خراب الرڨاب نقطة و ارجع للسطر,0,12
دمها خفيف جدا ف الشعبي,1,1
تمسك بالقضية ثم تنازل عن ثلاث ارباع فلسطين. او بالاحري باع الارض عشان المنصب,0,8
نانووو سكري نيعك و كلي خرا. باسيل اول شخص عبيد سفارة ايران، و فاسد و زبالة متلك. ما بتيعي اوهام و تنزلي تمصيلو ياه، انقبري فكري و خاج تكوني قحبة عندو.,0,5
نينتيجايحة,0,0
عايزين كمان لا توقفي محتوي حلو,1,1
صدق من قال لبنان يا قطعة سماء لبنان كلو جنة ربنا يحميه ويسلمو من كل ضيق شكرا الاء الك وللوالدة والجارة,1,5
حسبي الله ونعم الوكيل فيكم ربي ياخذ الحق عاجل غير اجل ياريت يطبقو حكم الاعدام,0,6
بتوفيق لليمن,1,13
تضربي مفكرة صوتك حلو كلك شبر ونص,0,11
برافو عليك اقتراح ذكي ومفيد وذو جدوي اقتصادية لكل ولايات الانتاج بالسودان وقيمة اقتصادية اضافية لمدينة كوستي وما حولها نامل ان يتحقق حلمك في المستقبل القريب جدا,1,10
لاتعمللي فيها عاطفي وتحكي بتقسيم البلاد ، الاكراد طالبين حقوقهم علي ارضهم وهذا حق لنا اسم ع مسمي فعلا انك كمخ وتافه,0,11
كان في عشر مليون شخص اكيد رح يطلعو كم وسخة وبل مناسبة مو كلن سني في كتير طوائف,0,11
خلي ياكل تبن,0,3
بس ام اسود يصف ام الوردي حلوه باقي اييع,0,3
انا نشوف فيها هدرت هدرة الحق,1,0
فرسه وعايزه خيال تتفرتك علي السرير,0,6
قيادة تصنع بها الاوطان,1,9
عفارم عليك ياراكزة,1,10
افتخر فيك وتفتخر فيك السعودية كلها دكتورتنا الفاضله,1,9
يا توانسة ، علموا اولادكم تاريخ تونس,1,12
كل التوفيق لكممشروع نوعي,1,4
الكوتة هي نسب من المجتمع تمثل اقليات ف مجلس النواب المراة والمعاقين وهكذا.,0,4
شكون يسخن علي وحدة من محارمو,0,10
فديت اليد الي ربتكك ❤,1,13
محبوبي مثلتك شجرة .ان هابت لرياح تتكي الورقة علي الورقة .و داوي لجراح,1,12
مكيوده ومفزلكه كلشي اله دوا الا الهبل,0,8
"شكرا ريحاليستا شكرا لذكر الاحتلال وذكر جزء بسيط جدا من اشكال المقاومة واسماء الشهداء لاحظت حاليا فيه تعتيم تاريخي علي الاحتلال الاوروبي في جميع الوطن العربي وخاصة ليبيا ,واظهار ايطالية انهم ابطال مقاومين الخ وخاصة في مناهج اطفالنا في المغترب والمدارس في الغربة",1,6
اي وين المشكله انو عم يلعب . الجميع يعلم انه ابله ومعتوه واحمق .شوو هالاكتشاف العظيم اللي تم اكتشافه من قبل المجله الامريكيه .الابله وابوه صناعه امريكيه.,0,3
مفتاحين الليبين الاحرار شرق وغرب وجنوب بس نبو نمشو نحن كاشباب ليبيا لكي نسكن عندهم غاذي بعدين نتفاهموا . بالنسبه لموضوع الدبيبة انا متاكد راجل كيف دبيبة ماتفوت فيه صلاة مستحيل ايبع دينه,1,6
يا جربوع لما بلدك يتحول لمزرعة مفتوحة للدول وممر لجيوش الارض ، وبيصير المواطن فيه لاجئ حتي ببيتو، ساعتها اخر شي فيك تحاضر عن سيادة بلدنا. لملم خرايط بلدك المشرحة والمباعة للغريب. ولبنان شوكة بعيونكن وبقلوبكن ونفوسكن الوسخة وعصي كتير عليكن واكبر من عقدكن وحقدكن يا اوساخ الارض,0,5
بالاردن مستحيل يصير قانون جامعه بلا اختلاط المحترمه وين ما تروح بتحافض ع حالها,1,4
ماشاءالله ياحبيبه قلبي تستاهلين وكلامج كله جبر خاطر وجرعه تفائل وقوه بالله ❤️ احنا اللي نحبج وممتنين لج ❤️,1,2
حزب الله سرطان لبنان، السرطان ما بيتعالج، يستئصل بس,0,5
اجمل و احسن تصريح سمعتو اليوم و الله العضيم,1,7
فخورين فيك حسام الف مبروك ابن فلسطين,1,8
يابعد رويحيتي يحيلي ♥️,1,3
بالنجاح يا غاليه بتستاهلي كل خير ❤️,1,8
