clean_text,labels,dialect_id
رااائع رااائع رااائع مستحيل فيه شخص مايشده اسلوبه بالكلام و شرحه و يبسط المعلومة بشكل رهيب، و بدون مبالغة خلصتها كلها بجلسة ولا حسيت فيها و بنهاية المقطع يعطيكم تساؤل غالبا انكم بحاجه له، و يفتح لكم افاااق من التفكير,1,9
دليل علي الاهتمام من الجميع,1,5
اللي بتقول شباب افرحوا. انتي منافقه المفروض تامري بالمعروف وتنهي عن المنكراو سكري تمك بكون افضل من حديثكانتي بتقبلي بنتك ترقص وهي شبه عاريه مع شباب محرمين عليها,0,12
ساهلة اديوهم الي الصحراء يعني الولايات الجنوبية و ديرولهم خيام,0,12
الكويت مهزله,0,2
باهي بتريس شوفلي امك ؟,0,6
والله ونعم فيك وخير من يختارون يالغالي,1,2
انت والعلم عند الله انك ابن زانيه,0,4
رحم الله سيد الرجال,1,6
قرارات حلوه ومعقوله كنا ننتظرها تتعدل,1,9
السلام الرئيس راك ما شاء الله ربي يطول عشرتكم ربي يطول العمر ربي يبارك في المال والاولاد امين يا رب العالمين,1,0
اييه وجماجم جدودك متجيبهاش المدلول,0,0
تفوه عليك كان الخمج والفجور الله يلعنك,0,12
الامارات ديالك قاع ام شنطة المغربية اكثر منهاا,0,7
كذابين اين الصوت نحمي المملكه ونبيع الوطن,0,13
بتجنن ست صباح بتجنن,1,11
ماو قلنا الكلام ما منو حتي فايدة النزول للشوارع هو الحل والا انسي اسم تونس,0,12
هاي طفله اصلا متفل عليكم كلكم ب احد فيديواتها وتشتم وتغلط وتكول لاتدافعون عني كااافي,0,3
شو المهم بالموضوع يعني. قمة السخافه والقرف,0,11
سجاح داشره وقحه سافله,0,13
حبذا في كل مدينة في السودان,1,10
كفو بنات استمروا,1,9
ربي يرحمك يازعم تركت فارغة لن يملاء ابدا,1,0
وحياة الاخوه سنحافظ علي الوطن وسلامه اراضيه,1,1
لله يديم عزك يا محمد_بن_سلمان شوفتك فيها الامن والامان نسال الله ان يسدد امرك ويحفظك بحفظه,1,9
هاد الامي ديال الشيخ سار حشومة تجيبوه لتلفزة,0,7
العنقاء ❤️ ربي يحفظك عيوش,1,6
مشاء الله تبارك الله رب يوفقك .,1,6
احلي وردة و احلي برتقانة,1,12
خدلك هل المنظر دستور الخونة,0,8
شايب عايب,0,2
انتي جميله وطيبه و بجد يارب يرزقك الحجاب❤️❤️❤️ الحجاب رضا من ربنا عليكي و توفيق ف حياتك,1,1
جميلة من يوم ما ظهرت وطلت علينا ان شاء الله ربنا يشفيها ويعافيها وترجع لينا بالسلامة عشان احنا بنحبها اوي اوي اوي,1,1
الله يقويك,1,5
زي الكلب اللي واخد امك طبعا انتي مش معروفة من اي كلب من الكلاب المتزاوجين معاها جينات اي كلب مش معروف,0,6
لو الاشهارات الكل هكا انا ماعنديش مشكلة نتفرج فيهم ماحلاها العائلة و ربي يدوم لمتكم,1,12
مجلس دواب وزبايل,0,4
الله يساعدكم مسكين ربي يشافي,1,3
خطيه شكد طيبين شكد افرح من اشوف هيج ناس بعدها موجوده بهاذا الزمن الله يحفظ الجميع و الف مبروك ❤,1,3
اروحلك دعس ومعس وفعس,0,11
يا استاذه عبله انت احسن واحده كفي الادب وفي الاحترام وفي كل شيء احنا بنحبك والله يا رب يشفيك ويعافيك ويرجعك لنا بالسلامه ببركه سيدنا محمد صلي الله عليه وسلم اللهم صلي وسلم وبارك عليك يا حضاره النبي محمد,1,1
محدش جايبنا ورا غير الفلاحين,0,1
الشحات بتاعنا خرج ولا اي,0,1
بتوجيهات فخامة الرئيس محمود عباس، تتجدد مسؤولية النخب الفلسطينية في صون الرواية الوطنية وكتابتها بوعي وسيادة، فالتاريخ الذي يكتب بايد فلسطينية هو خط الدفاع الاول عن الحقيقة والهوية.,1,8
كفو يابنت بلادي نعتز ببنات الامارات ❤️❤️,1,2
سرقة؟ انتو سرقتوا فلسطين بلد بامه وابوه يا بنت الحراM عم تستشهد بكلامك المزور Be proud,0,5
يعجبني اسلوبه الهادي,1,9
الف الف مبروك، رغم الانتقادات لي تعرضتيلها الا انو ابيت الاستسلام واخذت لقب الانتصار، برافو,1,0
كان عليك من الاحسن تربيها احسن تربية ماشي تخليها تنشر في الفسق و الفساد منبعد ارواحي ابكي و اشكي و ادعي مناش راح نتضامنو لا معاك لا مع امثالك و الله لا يفك عليها و لي دار يخلص و هذا حصاد واش زرعتي ملخر,0,0
بدك تتزوج تزوج انثي غشيمة من الناس البسيطة من تركمانستان باكستان مش اوروبية رجالية,0,11
كلب وانت مقهور علي الجنود العدموهم بساحة المعركه . انت كلب جبان,0,3
و من هو هذا الحمار؟ مع شديد اعتذاري لمعشر الحمير. لا اقصد ما اسمه او وظيفته. اعرف هذا كله اقصد اليس هذا الذي وصفكم قبل ايام انكم حيوانات غير متحضرة؟ اذا كنت تري صواب رايه فذلك شانك. لكن غيرك له راي اخر,0,5
ماتشوف كدا ماينفع تكون اصلا ناشف كدا طول السنه لازم تاكل دهون دي فورمه عاديه بتتعمل عادي بالاجتهاد والدايت بس طول الوكت لو بقيت كدا حتلقي جسمك ناقص حاجات كتيره واولها الدهون,1,10
وانت استقبل بني صهيون في السويدا يا بلا شنب ما خصك ب لبنان نحنا شعب واحد,0,5
التنظيم الجديد للوظايف شيء ايجابي يعطي فرص اوضح للشباب,1,9
لا حول ولا قوة الا بالله الله يصلح حال لبنان,1,5
اخر امل لبقاء لبنان هو هذه ال 6 سنوات سياسة ارضاء الجميع يعني خسارة الجميع ولبنان ستنا تحية املنا كبير بكم,1,5
اقول تغطي وتستري واتركي عنك حركات اليهود حتي شعرك مجربعته بقصه مايسوونها الا العيال الافارقه الامريكان هذي اخره تربية الشغالات والله,0,9
طيب كلتبن,0,9
غثوني الطلاب,0,3
اردغان خاين عميل مطبع كذاب,0,4
سميكة و تقيلة دم و بلا كاريزما فشرتكوني سيدة اولي علي باقي النسوة اللبنانيات,0,5
ملعونه داشره,0,13
كلو كوم والنسوان ع جروبات البنات لسا بيسالو عنجد نوقف استخدامها ولا لا اشاعات بجلطو بجلطوو,0,4
برشا مسائل لازمها تتصلح في البلاد ان شاء الله ربي يوفقك منها العدل مازال ما تصلحش لتو المحامين قاعدين ينكلوا بالناس ويطلب في اسوام غير معقوله ويستغلوا في الناس الاوراق لازمها تنقص باش تطلع ورقه يطلبوا منك 200 ورقه ولازم المؤسسات الاداريه تتصلح والموظف كيما يحب يخدم كيما يحب ما يخدمش ربي يوفقك رئيس جمهوريه تونس ان شاء الله تكون بجنبك مسؤولين نظاف,1,12
ربي بارك النعمة الناس داير العالم كامل متواضع زيد يطلع في علام بلادو ربي يزيدو,1,0
اضفر السورية بشرف تاريخهم كله لكن كلنا نعرف ليش هم متذايقين.,1,11
والله لويبتعد هذا الرجل وهناك اثنان دائما ينتقدون في المقاومة عن الفلسطينيين فستتوحد كل الفصائل تحت راية واحدة وهي فلسطينوستتكون الدولة.,1,8
فيه مسؤولين محطوطين فوق صدورنا عشان يذلونا ويجوعونا ويبهدلوا حياتنا,0,4
يا جماعه توكلوا علي الله وربنا هو اللي بقرر كيف يكون المطر من هسا بتتنباوا ما حدا بعلم بالغيب الا الله جل جلاله خلينا علي البركه وما في داعي للمتنبئين,1,4
لايجوز التعميم وكل انسان بتربيته واخلاقه اشرف واطهر نساء العالم مع احترامي لك امراة محترمة وخلوقة في اي بلد,1,11
الله يكصف عمرك,0,8
التوانسة شراااميط معروفين,0,12
ياريت تخرسي ياغبيه اش كانوا عبيعملو ببلدك روسيا وايران وحزب اللات,0,11
للاسف هادي هي الزريبةوفيناهوما دوك النسويات اللي كيدافعو علي المراة و التحريض ضد الرجلولكن عندما يتعلق الامر بالمخزن مكايبانوش!,0,7
دشروها تحكي زي ما بدها . مافي رقيب علي الكلام . الرقيب الله .,1,11
حلي امتحانات وشوفي نفسك لانؤ قرايتك دي م بطمن والله انا الدرس بالشويه بقعد فيه ساعه ونص,1,10
انا نعيش فالخارج وجامي نسب بلادي بالاخص الجزائر العزيزة علي قلبي مهما نروح ونبعد نرجع نرجع لبلادي لعزيزة الجزائر هي امي وحبيبتي وافتخر في كل مكان ببلدي العزيز,1,0
مساء النور صاحبة السمو .اما البقية يبدو انهم تقليد .,1,6
فخورين فيك كتير انو انت بتمثل لفئة الشباب من الاعلام بتستاهل كل خير والله وانت بتستحق اكتر من هيك لانك بطل حقيقي,1,11
مين الحمار اللي قالك كده يا ياسمين,0,1
وزارة الچلاب الداخلية,0,2
والحسكة يلعن ابوها ! شاغلين حالكم بمواضيع في اهم منها كثير,0,11
ابوخالد عمل الواجب وهذا عشمنا في قيادتنا وتستاهل الكويت,1,2
هادي متزوجة جات مع جزايري جزاير هادا رجلها,1,0
ايه والله مو لابقلكن كراسي في غباء كبير انتو الاحتلال مو الحكومة,0,11
عبونها وزيرة الاوقاف لان عم تعلمنا الحلال من الحرام خدو الحكم من افواه الساقطين,0,11
الحمد لله المراة الجزائرية مازالها فحلة و حرة,1,0
العماريات مو هينات ماشاءالله قبلها امجاد ولحيين يارا ماشاءالله عليهم,1,9
لعنة الله علي من حاول اذلالها عيب والف عيب في اليمنيين ان هاذا الاذلال يقع منهم لابد من ارجاع حقوقها وتكريمها فنها بنت اسد العروبه رحمة الله عليك ياصدام حسين,1,3
وافديها بروحي ودمي ❤️❤️❤️,1,9
الناس ام يطيروا هي مزالها حاصلة فمصاصيطها,0,0
الشعب اليمني يتطلع وينتظر بفارغ الصبر الفرج القريب وحل الازمات الاقتصادية والسياسيه وكل الشعب متامل فيكم خيرا فلا تخيبو ظن هذا الشعب العظيم فيكم نتمني لكم التوفيق والسداد,1,13
يا وجه القرده ههه يا بلا اخلاق,0,13
شو يعني مشاهير وشو يعني مؤثر ؟ انا شايفه مجانين دايرين ع السوشال ميديا,0,4
كنت احسبك مو من بلادي اليمن طلعتي يمنيه اوميقاد صدمه والله ❤المهم هلا فيكي اختي معك اختك من اليمن❤❤,1,13
الفرق انك كنت لابس باروكه و قطيتها,0,2
الخمسة اللي لحڨوا بالجرة ملك الموت يراجيلحڨوا مولي العركة المرةالمشهور الدغباجيالمشهور الدغباجي,1,12
برا اعمل دورة في اقسام ولادات وشوفو وضع ولاداتهم من بعد احكو بربي يزو من غيبوبة وضع كارثي اي حاجة نتكلمو عليها تقولو ركوب علي احداث ومهاجمة رئيس لي قاعدين يروحو نسبة قليلة جدا مقارنة بلي موجودين ولي مزالو يدخلو للان فيقو رانا ماشين في هاوية وموضوع مش ساهل لازم ترحيل قسري لان الامن القومي التونسي قبل كل شيء,0,12
قل ماشئت في مسبتي فا سكوتي عن الحقير جواب ما ضعفن مني ولاكن مامن اسد يرد علي احديث الكلاب,0,10
وشي ناس راهم يرسمو في الصحراء الشرقية بقلم الرصاص متخافوش مناش ناسيين حقكم راكم في البال عن قريب يلحقكم عبر الهواء الطلق,0,0
والك نعمه وجتك شمتاني ابو هريره,0,3
لما بس اسمعها اسمعها بتذكر سيدي عمر المختا ر,1,6
يبشرك بالخير يا غالية والله انا ماش نموت منهم ماعادش تحمل نشوفهم قدامي ومن سوء حضي وين نسكن مالين الدنيا وجيراني الحيط بالحيط,0,12
هاذا كلام كاذب ولا اساس لهو من الصح,0,13
حدا يدفشه من هنيك يريحنا من لعيو,0,11
منوره بلادج الامارات,1,2
عندما يذكر اسم الياسر تتذكر الشموخ والمجد والكبرياءلكن عزيزا وتذكر انه الثوره .,1,8
يا زولة احمدي الله انتي في نعمة. الله يرزقك بي وظيفة او بزنس او عمل تطوعي عشان تطلعي كل يوم و تشتاقي لي ايام قعاد البيت.,1,10
بغض النظر انتي طلع دمك زي العسل يا سلمي,1,1
مهندس يستاهل القتل بالحرق بالنارمعلق في ميدان عام ليكون عبرة لمن خلفه,0,13
رائعة كالعادة شكرا لتمثيلنا ارقي تمثيل ❤️,1,5
واخيرا بنية مؤدبة ✅️,1,3
الف تحيه ليكم جنقو جيش واحد وشعب واحد وبل بس,1,10
بالمناسبة جيش السودان هو اكثر الجيوش لتحالف دعم الشرعية اليمنية دعما لها بعد السعودية. لا اطماع ولا اجندات بارك الله فيهم وفي جيشهم.,1,10
القطاوه حيوانات نظيفه وطاهره كان ممكن تطرح الموضوع بطريقه افضل من جذي,1,2
والله انك اجمل واحلي واشطر الشيفات يسعد قلبك ياسمين,1,4
بتجنن كربوجة,1,11
بغيت نشوف شي مراة كاينة في هاد الفيديو غير الديناصورات,0,7
حتي واحد ما قال ليك انت وزير، و ما يمكنش يكون عندك صكانير فالدار، ولكن انت مؤثر و عند متابعين كثار ما فيها باس مرة مرة تكلم علي مشاكل الشعب لي انت واحد منهم، ماشي غير انت، جميع المؤثرين يتكلموا مرة مرة علي مشاكل المغاربة، ممكن صوتكم يوصل. انتما غبر كتجراو بحال . همكم الوحيد هو الفلوس.,0,7
عظيم من سلاله عظماء,1,9
تروحلج فدوه فاطمه قيدار,0,3
روح دير عدالة منصفة مكانش عدالة تمد حق في لبلاد هذي .حنا بالعقود ملكية ومادينا والو,0,0
لعنه شنو وجبل شنو وهم في وهم الرحب هي حرب والمقصود الاول الموطن السوداني الزي لا حوله له ولا قوة ضايع بين تلك الاسلحة الموجه له من قبل الجيش والدعم السريع ولكن الجرم الزي ارتكبه مليشه الدعم السريع كانت افظع,0,10
لساتك كرنج ✨,0,2
انشاء الله ما يبقي لكم بلد بحق من له حق علي الله كله واحد يطعن بالثاني عندما تختلف المصالح وعدو عدو يصبح صديقي والبلد منهوب,0,3
كرهتونا بهذا السؤال هااا دوشو وهي فرات والصلاة كيفاش معاها معليش تخلوها صراتلي خطرة ههه دعيت عليهم انا اديت الباك و هوما مداوش,0,0
انا كنت بتفرج دلوقتي حالا ع الحلقه بجد انت طيب جدا ومراتك محترمه ربنا يخليكو لبعض ويخلي ولادكو يارب العالمين ❤️,1,1
عراق الخير و البركات العراق الذي يحتضن جميع ابناءه الكرام,1,3
حطها ف طيز الذكاء الصناعي وهو اللي مسويه وكاتب النص,0,9
ست نعمت انشالله انت والرئيس جوزيف عون تكونوا نعمة علي هالوطن وما تقتصر الولاية علي ابيات شعرية وكلام جميل المرحلة بدا شغل ومواقف وبالتوفيق انشالله,1,5
جد عليك هل زقفونيه جاهلا افارقه قاعدين ومشروع وزقفونه والي جزايري جزاير محتله تونس مزلتو تحكيو يا جبوره,0,12
مال امك انتي ما تحلي عن سماهم,0,8
صابر باينة قلبو بيض الله يشافي ليه ختو و يعوضو علي كاع دكشي لداز منو❤,1,7
الله يحمي الاردن,1,4
احشروا السودان دي دايما في كل دعواتكم انو ربنا يصلح حالو ويقومو علي كرعيهو تاني.,1,10
فالازمات كنلقاو غير رجال الشرطة والدرك والوقايه المدنيه والجيش الحمد لله علي ولاد البلاد اما شي برلمانيين الله ياخد فيهم الحق والحمد لله علي الملكية اللهم لك الحمد . ربي اجعل بلدي امنا مستقرا وسائر بلاد المسلمين يارب,1,7
ست الكل هيدا مطلب كل لبناني وطني شريفنتمسك ببعض لنحافظ ونبني بلدنا فخامة الرئيس رجعلنا الامل من جديد ببناء وطننامل ببقاء هذا الامل وتحقيقه في هذا العهد,1,5
مافي فايده تاذن في خرابه هم عشان يوفرون كهرب يبون عيالهم معاهم,0,2
كل الحكام حراميه وعبيد مصالح وزعماء عصابات وعديمي وطنيه ومثل هذه المشاريع لا تجد حتي من يفكر فيها او يسمع عنها,0,10
دولة الرئيس سلام مبارك تشكيل الحكومة، علي امل ان يصار الي تعديل النظام الداخلي لمجلس الوزراء وخاصة في موضوع تحديد المهل لتوقيع المراسيم.,1,5
مكفوخين من يوم يومكم لك رجول الايراني تبوسوها وتغسلوها روح صيح ل حسين يلا,0,11
تحيا الدولة الوطنية التونسية و يحيا الرءيس الشريف السيد قيس سعيد المخلص لله و للوطن التونسي.,1,12
قيس سعيد اكبر خطر علي تونس حامي الافارقة الي فكو البلاد,0,12
والله لان تطورت الافنديه فتحت التعليقات حتا يمدحونها وتكول للناس شوفوني المتابعين يكولون علي حلوه لو فاتحه التعليقات قبل جان الكل سبها,0,2
الكذب والنفاق هو ديدنكم,0,10
اقسم بالله الدعر والرزيلة دي مادخلتنها في المجتمع الاانتن الشيوعيات المتحررات قال تلاتين سنة يتلت ليك القيد.,0,10
ههه مقد تواضع ريس الحكومه وقد بتكذبو عليه ههه وطول الباحه مع مني الله لا وفقهم,0,13
يا ريت الفحص يكون للطرفين عشان تشوفوا الاخبار السعيده,1,4
مادريش علي صاحب التعليق اختي بنات بلادي ❤ حنونات ومتخلقات❤ ومتربيات ومثقفات ❤ تحيا بنت بلادي الاصالة وتقاليد ❤❤ جزائري وافتخر,1,0
يقطع عمركن ما عاد لقيتو شي تعملو عليه ترند,0,11
يخربيت العبط,0,1
قرار حكيم,1,13
ههه الان تبين منهم الصهاينه,0,13
شكايات في هذي بلاد قاع متكملش الدول الغربية ماعندهم لاتروات باطنية لاوالوا تشوف الشعوب وصوصيال تاعهم كيفاه عايشين شعوبهم احسن من ملوك وحنا قاع تروات لعندنا مزال شكايات والشعب يعاني من نهار لزدت وانا نسمع نفس كلام نفس عقلية نفس شكايات لفهم هذي بلاد كيفاش راهي تمشي يفهمنا معاه,0,0
وين لجديد كلنا عارفين هاذ الحكي اصلا لولاكم ما بنعرف نعيش,1,4
العياشي اليتيم لي ملكه مهوش شايفه مواطن يستحق الحوار جاي يحزق فالتعليقات هنا وناسي سندس تاعه لي مختفي ويطل عليه خمس دقايق فالسنة,0,0
قناه الجمهوريه انتم اخر من يتكلم عن هذي المواضيع انتم دعمتهم في البيان القذر الخائن للامانه ولعهد الله وضد مبادئكم,0,13
عندما تقول الشعب اللبناني يجب ان تميز انه الشعب اللبناني الجنوبي يعني بيئة حزب الله وليس باقي اللبنانيين,0,5
ربنا يسلمنا من كل سوء ويحفظنا من فواجع الاقدار,1,1
دنيا ليدي قمرايه ورامي باشا واخلاق باشوات ربنا يسعدهم دايما,1,1
ربنا ينصركم ويثبت اقدامكم يا ابطال غزة,1,4
انت منو حتي تسمح لو ما تسمح,1,3
ههه خبراء بالضحك علي الشعب وما خفي كان اعظم,0,3
يابنت اليهودي يا فاجرة لا تتدخلي بالمسلمين,0,5
والله اكر هاي مناذج الحموضه,0,3
بلد عظيم ينحدر عنه السيل ولا يرقي اليه الطير سموا ومجدا وكرما، وهي ذخر امتها العربية والاسلامية. زادها الله في العالمين جلالة، وفي الاعين مهابة، وفي القلوب محبة❤️ الشكر اجزله والثناء اوفره لمملكة الخير قيادة وشعبا، وحفظها الله عزيزة منيعة،,1,10
الملكة نور كانت قمة الاناقة,1,4
حكومه السرق,0,13
العملاء والمرتزقة هم الخونة الذين باعوا شرفهم وضمائرهم، وارتضوا لانفسهم ان يكونوا اداة رخيصة في ايدي الاعداء، يدمرون وطنهم بايديهم، ويساهمون في تدمير كل ما هو عزيز، فلا كرامة لهم ولا وطن، ولا عهد لهم ولا مروءة.,0,13
اسطوره لن يكررها الزمن مهما طال منذ رحيله والامة مدلولة ومبهدلة الرحمه تغشاك سيدي,1,3
يلعن مساک,0,8
انداري هو الواحد منين بدو يتلاقاها من ام نمر ولا هالعاهات,0,4
هي دي الكلبه ايلا ؟ يا شويه اراميط . يا كلبه ايلا اعرضيلهم شويه انتي لابسه ايه تحت . كلهم بيحبو الكلبه ايلا . خذيهم خاص وفرحيهم . تري يا شباب صهاينه العرب الجنس عند اليهوديات حلال اذا كان لصالح كيانهم . وعندهم فتوي . لا تعرصولها عالفاضي انبسطو وهي مرغمه تبسطكم يلعن ابوكم وابوها,0,5
انتم بيت خير. الله يستر عليكم,1,13
هذا الفيديو اكبردليل انكم خائن حقير و عميل قذر,0,10
اطيب اشخاص واشهم اشخاص فيهم ادب وحترام ويحسون بل شخص العمان احبكممم,1,2
تحية تونسية حارة لمطربتنا لمياء و للاستاذ الرائع هلكوت زاهير و الله يديم بشاشته و ابتسامته العذبة و الذي لولاه لما تعرفنا علي الجميلة لمياء جمال التونسييية,1,12
ايهاب نافع ده من اجمل الشخصيات اللي ممكن تعرفها او تسمع عنها قمة الادب والتواضع الاحترام,1,1
يا حماله الحطب يا شمطه يا حماله الحطب اللعنه عليك جائز,0,13
بالله علاش هاد الظلم الناس كيف عايشة في بلادها مش سادها زتونا افاريقة اسمعوا الاتحاد مع اخوانا التوانسة,0,12
هاو في بالنا احرسو الحدود وسكروها قبل وبعد قولو هانةنرحلو فيهم الدنيا مزالت تحبش بيهم وعمال يتزايد وينو هالترحيل نفس التصاور احطو فيهم باش تسكتو الشعب,0,12
دكلها لا عادي اني طالعه وي فاطمة قيدار عود هي طالعه وي زها حديد,0,3
خلي هالبقر تفهم,0,11
هذا يعني ان الصهاينه افضل من يهود المملكه مع امك خبر,0,13
صباح الفل وردة محلاه واحد يصبح علي فيديو متاعك يعمل كيف❤️❤️❤️ الله وحد عليها,1,12
لعمه قديش طلعتوا وسخين وقذرين( وملة) لاعندكن شرف ولا كرامة .ولطيف بس بشو,0,11
السيسي نور مصر تحيا مصر تحيا مصر تحيا مصر,1,1
شفيهم الكواريه ميتين ع ذا المخصي مو طبيعي بلكت اكثر من حساب ومن نفس المنطقه اهين ذوقهم,0,9
لماذا نترك لحمدتي يتواجد في هذه الارض اصلا مادمنا نحن ايضا من ابناء السودان ومابه من ثروات هي من عند الله قدرها لنا وواجبنا ان نستمتع بها وبكل عطاءات رب الكون وبالعدل,1,10
روحي لاكويزين ديالك,0,7
والله الي دارها ساقط ماعنده ذرة من الادب وهذه الاشياء تدل علي ان بيتيتة متله هده ليس من افعال الرجال هدا الرجل اكبر من هده الاعمال خسئت يا وسخ ياولد الحرام,0,6
نفخونا بالمستدامه ف المناهج,0,1
نحن في تونس نحب ماكلتنا علي الاخر احسن من ماكلتكم لحظه هو الكسكسي علي الاخر علي الاخر مكرونه بالصلصه بلينا علي الاخر وذوم الطبخات الثلاثه اللي قلتهم التونسيين من بلدي هي بيتها بلدي تونس,1,12
الله يرحمه ويجعله في عليين امين يارب العالمين,1,8
يلعن شيبك اخزاك الله,0,8
منورة اية لا لا حرامات الحركة متعوب عليها مال فاشنسيتا مو مال اعلامية,0,3
حسبنا الله ونعم الوكيل في كل ظالم,0,8
صح اجمل احساس داك الهواء اللي كيضرب ليك في وجهة وديك الغمة اللي كتحيد من القلبوربي يحفظ بلادنا ووالدينا وملكنا الغالي ❤️❤️,1,7
بالخلق نكون قدوه بالعلم نرتقي التعليم هو الهدية الاعظم اللي نقدمها لكل بنت لان المستقبل يبدا من هنا,1,10
قصر الاقحا قصدي الاميرات,1,6
لا يسقط الشجعان الا بالخيانة ولا تموت الابطال الا بالغدر الاجابة الوحيدة علي الهزيمة هي الانتصار,1,6
فلوسك حرام يا المدلولة۔۔۔ولكن المشكل فدوك ليتبعوك,0,7
يا ريت يغلق كل النت بقة و نرتاح من هل القرف الي عم يطلع,0,11
ياحقير هذول اشكالهم معروفه من فين هم استحي ع وجهك لاكن قدك بدون كرامه كيف تحكم انهم تبع الانتقالي ليش ماتشوف الحوثي وتركز يوم يكون بغرفه نومك او تركيز فقط ع الجنوب,0,13
لعنة الله عليكم عاد المؤسسه اغلي من دماء من سقطوا اليوم,0,13
قصدكن الوليد هذا ما فصل فيه من الكلاب راسة وايديه الله المستعان,0,6
اليمين المتطرف اسبانيا هدي اسبوع كهدر علي الدجاج المرض جاهم استوردو المغرب الحالة عملن هدا تمويل قطري ايراني اسرائيلي كرغولي الحزب الفوكس مكبل غير المغاربة من غيرم الخدم تحريض و تشويه مواقع من قطر من اسرائيل بل انجليزية باش توصل اسبوع بديت كن لاحض بداو بي جرا كموت الدجاح هدا برح,0,7
واخر شي تجيك وحده راسها مربع تقول عادي مجرد تمثيل,0,9
الحركة الماسونية قبلت انكم توصلوا و الا ما كنتي لا انتي و لا هو وصلتوا,0,11
يا اهلا بهل طلي للسيدة الاولي كل الحب و الاحترام نورتي ❤️,1,5
ماشاءالله عنك احلا شيف بالعالم حبيبتي,1,4
اول واحد يطلع بتصريح ميقولش ان انخفاض الاسعار بيصب في مصلحة المواطن و بعدين فيها ايه لما الناس تشم نفسها شوية و التجار بقالهم سنين بيكسبوا,1,1
ربطت ، وراحت تشتغل الاستثمارات المشبوهة علي قدم وساق وبحصانة برلمانية .,0,3
تلحسي طيزي يا كابتن ايلا,0,5
احسن حاجه لما الواحد بلدو هي اللي ترجعلة اعتباره,1,1
الله يعز المملكة ويعز سلمان ولي العهد محمد بن سلمان,1,9
العرص الحقير القاتل الحرامي الفاسد الحاخام ابوعمار شلوموا بائع فلسطين و تل الربيع والناصره وحيفا ويافا وعكا و طبرية و صفد والطيبه و الخضيرة و المجدل و عسقلان و ام الفحم والخ الخ الخ الخ الخ و اسس لاسرائيل الكبري وو ضع شرعية و قانونية اسرائيل بديلا عن فلسطين ، انه ابن المنيوكه ابوعمار شلوموا,0,8
يلعنم السالفه الزق طيب شتبين انتي الحين,0,9
تختلف سياسيا واقتصاديا مع نظام القذافي . لكن ف النهاية دافعوا عن الوطن بارواحهم . رغم ان الموت حتمي الا انهم حاربوا بشجاعة . وهذا الامر لم يحدث في كل دول الربيع العربي . الكل هرب واخرهم بشار الاسد,1,6
كلام منطقي وحكيم ولا غبار عليه هذه هي الحقيقة,1,5
الشغلة مو بالتصريحات وتطبيقا لمعايير الشفافية خلي الهيئة العامة للكمارك تنشر الجداول القديمة للتعرفة الكمركية والجداول الجديدة للتعرفة الكمركية علي مواقعها الرسمية حتي المواطن والتاجر والمسؤول يكون علي اطلاع .,1,3
ما عجبني القرار بصراحة احسه مو مدروس كفاية,0,9
مالو ماجاب لهجتنا الغرابة,1,10
زي قمر واجمل بنت,1,1
لان باختصار سلاف مستفيدة من النظام البائد عم تطبل وتزمرلو,0,11
دنطيهن اله شلعتي كلبه,0,3
عاشت ايدك فعلا كلامه صح,1,3
راجل والله ردم النجس عمبلوك,1,10
مين عطاها هالثقة,0,1
وانت بلاكثر يا خنزيرة الخنازير كان لطيف معك شبيحتو,0,11
علي الله الله يعنكم,1,13
عليمن يندم علي هايشة نافخة روحهة,0,3
نروح لك فدوه يا شيخ مشعل المنور التاج,1,2
تحيه وتقدير لا لشعار مها بنت اليمن,1,13
نجاح السعوديات فخر لنا كلنا,1,9
ما تخافي بتنجزي انتي قدرها وح تعمليها ما بعرفك لكن انت قويه,1,10
رحمة الله علي روح اركان خوش ولد,1,3
الله الوطن الملك ديما المغرب,1,7
داعيه عميل صهيوني حسبي الله ونعم الوكيل فيكم مدفوع الاحر كلهم عملاء مدفوعين الاجر كلهم الي جهنم وبئس المصير اولئك احفاد مسيلمه وابو لهب الله ينتقم منهم يا الله,0,8
والله انت اكبر منافق علي وجه الكوكب انت فاكر الشعب ده نايم يا ود الزنا يمين حميدتي ده يخشكم حش الزين امنو,0,10
ماشاء الله نور علي نور ❤️,1,13
لوح عليك ولله من غير حطة ف بريزا ضي اعدم جد امة ولا اكتب عليه بول فقط لانا المرض كاتر او ليدز فاتح شارع ف الشباب لوح عليك الخمر,0,6
سيف الاسلام القذافي كان امل الليبين ولكن اعداء ليبيا خيبو الامال,1,6
تحررت حمص يا جماعةةة الحمدلله دموع الفرح ما عم توقف,1,11
سويسرا الشرق وباريس العرب يبقي لبنان البلد العربي الاجمل بلا منازع صراحة ولكن للاسف بلد جميل باقتصاد مدمر تحية محبة لكل البلدان العربية من لبنان,1,5
كمل الفيديو حتي الاخر فيه عبره زوينه لشباب,1,7
ردونا احنا الظالمين ارض الله واسعه واحنا مش ناقصين مشاكل ولينا ضر بناهم,0,12
حساب منحل يبي يضيع البنت السعوديه وهي اشرف منك,0,9
ان شاء الله بعد دا كلو ينيكوك,0,10
عاهرة تتكلم,0,8
بعد مرور سنتين، بوست سطحي لدرجة الغثيان ، شاف خبر في النشرة وقال اكتب، ابعدوا عننا ياخ,0,10
